gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
DDX3Y,0.0,False,0.0,0.01
UTY,0.0,False,0.0,0.01
ALDOB,0.0,False,0.0,0.01
KLF2,0.0,False,0.0,0.01
DPPA3,0.0,False,0.0,0.01
SLC17A3,0.0,False,0.0,0.01
MYLK2,0.0,False,0.0,0.01
LCE3D,0.0,False,0.0,0.01
ACOT1,0.0,False,0.0,0.01
CTRB1,0.0,False,0.0,0.01
PLA2G3,0.0,False,0.0,0.01
CRISP1,0.0,False,0.0,0.01
CNPY2,0.0,False,0.0,0.01
LRRC18,0.0,False,0.0,0.01
KRT72,0.0,False,0.0,0.01
AKR1C3,0.0,False,0.0,0.01
CNKSR3,0.0,False,0.0,0.01
MUC13,0.0,False,0.0,0.01
PATE1,0.0,False,0.0,0.01
BSND,0.0,False,0.0,0.01
USP17L11,0.0,False,0.0,0.01
USP17L20,0.0,False,0.0,0.01
LIPJ,0.0,False,0.0,0.01
FHAD1,0.0,False,0.0,0.01
FSCB,0.0,False,0.0,0.01
HRG,0.0,False,0.0,0.01
PRB4,0.0,False,0.0,0.01
CDC14B,0.0,False,0.0,0.01
KRT6C,0.0,False,0.0,0.01
CCL21,0.0,False,0.0,0.01
HRNR,0.0,False,0.0,0.01
GFRA3,0.0,False,0.0,0.01
PPIAL4F,0.0,False,0.0,0.01
OR2L8,0.0,False,0.0,0.01
KIR2DS4,0.0,False,0.0,0.01
EFCAB11,0.0,False,0.0,0.01
ITIH3,0.0,False,0.0,0.01
AVP,0.0,False,0.0,0.01
SMPDL3B,0.0,False,0.0,0.01
IAPP,0.0,False,0.0,0.01
PTTG1IP2,0.0,False,0.0,0.01
CYLC2,0.0,False,0.0,0.01
PLG,0.0,False,0.0,0.01
CLDN16,0.0,False,0.0,0.01
RGS21,0.0,False,0.0,0.01
CYP2A7,0.0,False,0.0,0.01
RTN4IP1,0.0,False,0.0,0.01
SLFN12L,0.0,False,0.0,0.01
PRAMEF33,0.0,False,0.0,0.01
ATP1B4,0.0,False,0.0,0.01
GAGE13,0.0,False,0.0,0.01
TSACC,0.0,False,0.0,0.01
KRTAP1-4,0.0,False,0.0,0.01
H3C13,0.0,False,0.0,0.01
BTNL8,0.0,False,0.0,0.01
SMIM36,0.0,False,0.0,0.01
REN,0.0,False,0.0,0.01
MFSD8,0.0,False,0.0,0.01
TRPV1,0.0,False,0.0,0.01
PTPMT1,0.0,False,0.0,0.01
SPEM1,0.0,False,0.0,0.01
C11orf16,0.0,False,0.0,0.01
ZPBP,0.0,False,0.0,0.01
ARMCX1,0.0,False,0.0,0.01
FMR1NB,0.0,False,0.0,0.01
IDI2,0.0,False,0.0,0.01
SPANXN3,0.0,False,0.0,0.01
SLC12A1,0.0,False,0.0,0.01
CYP2W1,0.0,False,0.0,0.01
KRTAP19-5,0.0,False,0.0,0.01
MIXL1,0.0,False,0.0,0.01
IVNS1ABP,0.0,False,0.0,0.01
CYB5A,0.0,False,0.0,0.01
PLA2G1B,0.0,False,0.0,0.01
CSF2,0.0,False,0.0,0.01
OR2A14,0.0,False,0.0,0.01
REP15,0.0,False,0.0,0.01
DNAJC5G,0.0,False,0.0,0.01
NUDT14,0.0,False,0.0,0.01
DAZ2,0.0,False,0.0,0.01
HOXB1,0.0,False,0.0,0.01
OR1J2,0.0,False,0.0,0.01
KASH5,0.0,False,0.0,0.01
OR51B4,0.0,False,0.0,0.01
CIB3,0.0,False,0.0,0.01
CEACAM5,0.0,False,0.0,0.01
DUSP29,0.0,False,0.0,0.01
SLC12A3,0.0,False,0.0,0.01
FOXC2,0.0,False,0.0,0.01
TP53TG3B,0.0,False,0.0,0.01
ARHGAP8,0.0,False,0.0,0.01
LDHAL6B,0.0,False,0.0,0.01
SPATA6L,0.0,False,0.0,0.01
POLN,0.0,False,0.0,0.01
PRAME,0.0,False,0.0,0.01
ATP5PF,0.0,False,0.0,0.01
BCL2L15,0.0,False,0.0,0.01
GGT1,0.0,False,0.0,0.01
TRIM74,0.0,False,0.0,0.01
SMLR1,0.0,False,0.0,0.01
GKN2,0.0,False,0.0,0.01
AGBL2,0.0,False,0.0,0.01
GDF2,0.0,False,0.0,0.01
HBG1,0.0,False,0.0,0.01
TRPM1,0.0,False,0.0,0.01
CCR6,0.0,False,0.0,0.01
CASP14,0.0,False,0.0,0.01
TBC1D3F,0.0,False,0.0,0.01
HEATR9,0.0,False,0.0,0.01
ALPL,0.0,False,0.0,0.01
PALS2,0.0,False,0.0,0.01
LUZP4,0.0,False,0.0,0.01
SLC10A1,0.0,False,0.0,0.01
INSL4,0.0,False,0.0,0.01
SPDYE8,0.0,False,0.0,0.01
XAGE2,0.0,False,0.0,0.01
USP17L19,0.0,False,0.0,0.01
GGTLC3,0.0,False,0.0,0.01
CYP2C9,0.0,False,0.0,0.01
CCR3,0.0,False,0.0,0.01
CFHR5,0.0,False,0.0,0.01
KRT28,0.0,False,0.0,0.01
TRIM55,0.0,False,0.0,0.01
MBOAT4,0.0,False,0.0,0.01
HPS6,0.0,False,0.0,0.01
CD160,0.0,False,0.0,0.01
TEX29,0.0,False,0.0,0.01
SLCO4A1,0.0,False,0.0,0.01
CCT6B,0.0,False,0.0,0.01
APOF,0.0,False,0.0,0.01
TUBAL3,0.0,False,0.0,0.01
SMIM9,0.0,False,0.0,0.01
DEFB4A,0.0,False,0.0,0.01
GABRR1,0.0,False,0.0,0.01
RGPD5,0.0,False,0.0,0.01
TEDDM1,0.0,False,0.0,0.01
H2AC14,0.0,False,0.0,0.01
PKLR,0.0,False,0.0,0.01
LRRC14B,0.0,False,0.0,0.01
XG,0.0,False,0.0,0.01
GHSR,0.0,False,0.0,0.01
TEX55,0.0,False,0.0,0.01
SACK1F,0.0,False,0.0,0.01
TMEM92,0.0,False,0.0,0.01
MYOC,0.0,False,0.0,0.01
CGREF1,0.0,False,0.0,0.01
C6,0.0,False,0.0,0.01
CCDC7,0.0,False,0.0,0.01
HAO2,0.0,False,0.0,0.01
CLEC4D,0.0,False,0.0,0.01
RSPH14,0.0,False,0.0,0.01
C1GALT1C1L,0.0,False,0.0,0.01
RIMBP3B,0.0,False,0.0,0.01
NAT10,0.0,False,0.0,0.01
RAB25,0.0,False,0.0,0.01
EPB42,0.0,False,0.0,0.01
SPANXD,0.0,False,0.0,0.01
DEUP1,0.0,False,0.0,0.01
OR2L13,0.0,False,0.0,0.01
OR2L2,0.0,False,0.0,0.01
TSEN15,0.0,False,0.0,0.01
SPMAP2L,0.0,False,0.0,0.01
SPDYE9,0.0,False,0.0,0.01
H2BC12L,0.0,False,0.0,0.01
CEP126,0.0,False,0.0,0.01
NOTO,0.0,False,0.0,0.01
CEP15,0.0,False,0.0,0.01
SERTAD2,0.0,False,0.0,0.01
MDFIC2,0.0,False,0.0,0.01
OR10H5,0.0,False,0.0,0.01
OR4K3,0.0,False,0.0,0.01
IFNE,0.0,False,0.0,0.01
ZNF560,0.0,False,0.0,0.01
RPTN,0.0,False,0.0,0.01
KRTAP10-8,0.0,False,0.0,0.01
CALCB,0.0,False,0.0,0.01
GOLGA6C,0.0,False,0.0,0.01
KLHL14,0.0,False,0.0,0.01
KRTAP29-1,0.0,False,0.0,0.01
GDF11,0.0,False,0.0,0.01
GJA3,0.0,False,0.0,0.01
EBPL,0.0,False,0.0,0.01
IQANK1,0.0,False,0.0,0.01
PLEKHH2,0.0,False,0.0,0.01
ELSPBP1,0.0,False,0.0,0.01
NLE1,0.0,False,0.0,0.01
MAGEA1,0.0,False,0.0,0.01
CD300LD,0.0,False,0.0,0.01
NTRK1,0.0,False,0.0,0.01
KPRP,0.0,False,0.0,0.01
KRTAP13-1,0.0,False,0.0,0.01
GPR50,0.0,False,0.0,0.01
OR2T34,0.0,False,0.0,0.01
CIB4,0.0,False,0.0,0.01
OR5B3,0.0,False,0.0,0.01
GTSF1,0.0,False,0.0,0.01
CRYGC,0.0,False,0.0,0.01
RAI2,0.0,False,0.0,0.01
KRTAP10-10,0.0,False,0.0,0.01
SPAG11B,0.0,False,0.0,0.01
TBC1D3E,0.0,False,0.0,0.01
RTP2,0.0,False,0.0,0.01
APOBEC2,0.0,False,0.0,0.01
AQP12B,0.0,False,0.0,0.01
SLC46A2,0.0,False,0.0,0.01
GLIS2,0.0,False,0.0,0.01
NTN1,0.0,False,0.0,0.01
TMEM40,0.0,False,0.0,0.01
SPACA5B,0.0,False,0.0,0.01
CDCP2,0.0,False,0.0,0.01
SLC9C2,0.0,False,0.0,0.01
BHMT,0.0,False,0.0,0.01
ECHDC3,0.0,False,0.0,0.01
CIMIP2B,0.0,False,0.0,0.01
OR2J3,0.0,False,0.0,0.01
USP15,0.0,False,0.0,0.01
OR4E1,0.0,False,0.0,0.01
DCDC2C,0.0,False,0.0,0.01
TMEM202,0.0,False,0.0,0.01
OR2AE1,0.0,False,0.0,0.01
OR10A7,0.0,False,0.0,0.01
OR10H2,0.0,False,0.0,0.01
DUXA,0.0,False,0.0,0.01
GCNT7,0.0,False,0.0,0.01
CPA6,0.0,False,0.0,0.01
FAM151A,0.0,False,0.0,0.01
HS3ST6,0.0,False,0.0,0.01
H4C3,0.0,False,0.0,0.01
KRT74,0.0,False,0.0,0.01
NPFF,0.0,False,0.0,0.01
PPEF2,0.0,False,0.0,0.01
FARS2,0.0,False,0.0,0.01
LYPLAL1,0.0,False,0.0,0.01
OR1E3,0.0,False,0.0,0.01
LMOD2,0.0,False,0.0,0.01
OR4K1,0.0,False,0.0,0.01
POLB,0.0,False,0.0,0.01
XIRP2,0.0,False,0.0,0.01
EMX2,0.0,False,0.0,0.01
HEPHL1,0.0,False,0.0,0.01
NKX2-3,0.0,False,0.0,0.01
GOLGA6L22,0.0,False,0.0,0.01
VCY1B,0.0,False,0.0,0.01
ANXA10,0.0,False,0.0,0.01
TOMM40L,0.0,False,0.0,0.01
CGB5,0.0,False,0.0,0.01
KRTAP4-6,0.0,False,0.0,0.01
MMP28,0.0,False,0.0,0.01
DOK4,0.0,False,0.0,0.01
CRELD1,0.0,False,0.0,0.01
IBSP,0.0,False,0.0,0.01
PDLIM2,0.0,False,0.0,0.01
DEFB135,0.0,False,0.0,0.01
OR4A47,0.0,False,0.0,0.01
CCL1,0.0,False,0.0,0.01
ZDHHC15,0.0,False,0.0,0.01
USP17L17,0.0,False,0.0,0.01
SPINK6,0.0,False,0.0,0.01
RDH12,0.0,False,0.0,0.01
MKRN2OS,0.0,False,0.0,0.01
OR6T1,0.0,False,0.0,0.01
MRM3,0.0,False,0.0,0.01
FAM25G,0.0,False,0.0,0.01
UTP14A,0.0,False,0.0,0.01
H4C2,0.0,False,0.0,0.01
ZNF16,0.0,False,0.0,0.01
SULT1A4,0.0,False,0.0,0.01
CLEC6A,0.0,False,0.0,0.01
GOLGA8J,0.0,False,0.0,0.01
TCHHL1,0.0,False,0.0,0.01
F13B,0.0,False,0.0,0.01
EVX2,0.0,False,0.0,0.01
FGG,0.0,False,0.0,0.01
SAA2,0.0,False,0.0,0.01
SPACA7,0.0,False,0.0,0.01
HTR1B,0.0,False,0.0,0.01
IZUMO3,0.0,False,0.0,0.01
TDRD9,0.0,False,0.0,0.01
ZNG1A,0.0,False,0.0,0.01
GNG5B,0.0,False,0.0,0.01
PGCKA1,0.0,False,0.0,0.01
IFNL4,0.0,False,0.0,0.01
MSMB,0.0,False,0.0,0.01
RAX2,0.0,False,0.0,0.01
ZNF679,0.0,False,0.0,0.01
SPATA4,0.0,False,0.0,0.01
SEMG1,0.0,False,0.0,0.01
SLC2A2,0.0,False,0.0,0.01
VN1R4,0.0,False,0.0,0.01
SCNN1B,0.0,False,0.0,0.01
SULT1A2,0.0,False,0.0,0.01
CLIC3,0.0,False,0.0,0.01
GOLGA6L4,0.0,False,0.0,0.01
SPAM1,0.0,False,0.0,0.01
OTOP1,0.0,False,0.0,0.01
TBC1D3K,0.0,False,0.0,0.01
IGFL1,0.0,False,0.0,0.01
CFAP299,0.0,False,0.0,0.01
CCDC178,0.0,False,0.0,0.01
KLC3,0.0,False,0.0,0.01
TSPAN16,0.0,False,0.0,0.01
PHLDA3,0.0,False,0.0,0.01
PROKR1,0.0,False,0.0,0.01
OR11H12,0.0,False,0.0,0.01
CCDC60,0.0,False,0.0,0.01
XAGE1B,0.0,False,0.0,0.01
FCRL1,0.0,False,0.0,0.01
ZNF582,0.0,False,0.0,0.01
CX3CL1,0.0,False,0.0,0.01
KPNA3,0.0,False,0.0,0.01
KRT37,0.0,False,0.0,0.01
OR56A5,0.0,False,0.0,0.01
EBLN1,0.0,False,0.0,0.01
CC2D2B,0.0,False,0.0,0.01
CCL3L3,0.0,False,0.0,0.01
F11,0.0,False,0.0,0.01
TSPY10,0.0,False,0.0,0.01
PCNT,0.0,False,0.0,0.01
ZNF286A,0.0,False,0.0,0.01
SLC17A4,0.0,False,0.0,0.01
MLPH,0.0,False,0.0,0.01
TH,0.0,False,0.0,0.01
MYBPH,0.0,False,0.0,0.01
RLN2,0.0,False,0.0,0.01
OR52M1,0.0,False,0.0,0.01
FSBP,0.0,False,0.0,0.01
NUTM2E,0.0,False,0.0,0.01
MAGEB10,0.0,False,0.0,0.01
HOATZ,0.0,False,0.0,0.01
GARIN1B,0.0,False,0.0,0.01
IRGC,0.0,False,0.0,0.01
TCP10L,0.0,False,0.0,0.01
CT47A12,0.0,False,0.0,0.01
DNAJB13,0.0,False,0.0,0.01
KRTAP9-8,0.0,False,0.0,0.01
HES2,0.16,False,0.0,0.0
TAS2R40,0.16,False,0.0,0.0
RIPK4,0.12,False,0.08,0.0
H2AP,0.12,False,0.0,0.0
LIN28A,0.08,False,0.0,0.0
GPR148,0.08,False,0.0,0.0
ANKMY1,0.08,False,0.0,0.0
OR51M1,0.08,False,0.0,0.0
GRPEL2,0.08,False,1.0,0.0
CYP11B1,0.08,False,0.0,0.0
KRT3,0.08,False,0.0,0.0
ACSBG2,0.08,False,0.0,0.0
OR5H14,0.08,False,0.0,0.0
CST4,0.08,False,0.0,0.0
FOXD3,0.08,False,0.0,0.0
DEFA6,0.04,False,0.0,0.0
MLNR,0.04,False,0.0,0.0
OR4M2B,0.04,False,0.0,0.0
SERPINC1,0.04,False,0.0,0.0
RAPSN,0.04,False,0.0,0.0
AKAP4,0.04,False,0.0,0.0
LCE1A,0.04,False,0.0,0.0
FAM156B,0.04,False,0.0,0.0
AIPL1,0.04,False,0.0,0.0
MUC5B,0.04,False,0.0,0.0
RPS4Y2,0.04,False,0.0,0.0
CCDC77,0.04,False,0.0,0.0
HHIPL2,0.04,False,0.0,0.0
TRIM40,0.04,False,0.0,0.0
NOBOX,0.04,False,0.0,0.0
SIRPD,0.04,False,0.0,0.0
LEP,0.04,False,0.0,0.0
TNP2,0.04,False,0.0,0.0
HOXD12,0.04,False,0.0,0.0
SEBOX,0.04,False,0.0,0.0
NT5C1B,0.04,False,0.0,0.0
OR10A4,0.04,False,0.0,0.0
KRTAP5-9,0.04,False,0.0,0.0
LYPD2,0.04,False,0.0,0.0
CFAP20DC,0.04,False,0.0,0.0
SMOC2,0.04,False,0.0,0.0
TP53AIP1,0.04,False,0.0,0.0
WFDC10A,0.04,False,0.0,0.0
H2AC8,0.04,False,0.0,0.0
STK31,0.04,False,0.0,0.0
TBC1D3G,0.04,False,0.0,0.0
NBPF4,0.04,False,0.0,0.0
SPATA31F3,0.04,False,0.0,0.0
KCNV2,0.04,False,0.0,0.0
PFN3,0.04,False,0.0,0.0
TEKT3,0.04,False,0.0,0.0
AEN,0.04,False,1.0,0.0
SPACA4,0.04,False,0.0,0.0
GJA9,0.04,False,0.0,0.0
MAB21L3,0.04,False,0.0,0.0
AMY1B,0.04,False,0.0,0.0
NEDD4,0.04,False,0.0,0.0
CHAMP1,0.04,False,0.0,0.0
SFRP5,0.04,False,0.0,0.0
OMP,0.04,False,0.0,0.0
ABRA,0.04,False,0.0,0.0
MS4A3,0.04,False,0.0,0.0
BTNL3,0.04,False,0.0,0.0
TSSK2,0.04,False,0.0,0.0
HRH4,0.04,False,0.0,0.0
CCL15,0.04,False,0.0,0.0
DDB1,0.04,False,0.0,0.0
SMIM34,0.04,False,0.0,0.0
METTL15,0.04,False,0.0,0.0
MRGPRE,0.04,False,0.0,0.0
ARHGAP40,0.04,False,0.0,0.0
CYP1A1,0.04,False,0.0,0.0
PSG5,0.04,False,0.0,0.0
OR1G1,0.04,False,0.0,0.0
GPX5,0.04,False,0.0,0.0
SHISAL2B,0.04,False,0.0,0.0
RNF212,0.04,False,0.0,0.0
POTEB3,0.04,False,0.0,0.0
INTS10,0.04,False,0.0,0.0
ZNF257,0.04,False,0.0,0.0
POTEB,0.04,False,0.0,0.0
OR1L1,0.04,False,0.0,0.0
ANHX,0.04,False,0.0,0.0
UBL7,0.04,False,0.0,0.0
REG3A,0.04,False,0.0,0.0
OR14K1,0.04,False,0.0,0.0
ZNF735,0.04,False,0.0,0.0
LCE2A,0.04,False,0.0,0.0
ZC3H11D,0.04,False,0.0,0.0
B4GALNT2,0.04,False,0.0,0.0
FAM236D,0.04,False,0.0,0.0
TMEM238L,0.04,False,0.0,0.0
NAALADL1,0.04,False,0.0,0.0
OR6B2,0.04,False,0.0,0.0
ACRV1,0.04,False,0.0,0.0
CRYBA1,0.04,False,0.0,0.0
FUT5,0.04,False,0.0,0.0
IL19,0.04,False,0.0,0.0
ALPG,0.04,False,0.0,0.0
SSUH2,0.04,False,0.0,0.0
MC3R,0.04,False,0.0,0.0
IL17RA,0.04,False,0.0,0.0
HGD,0.04,False,0.0,0.0
GLYAT,0.04,False,0.0,0.0
TAS2R16,0.04,False,0.0,0.0
POU1F1,0.04,False,0.0,0.0
SERPINB10,0.04,False,0.0,0.0
GZMB,0.04,False,0.0,0.0
IL17F,0.04,False,0.0,0.0
LY6G6F,0.04,False,0.0,0.0
KRTAP3-1,0.04,False,0.0,0.0
L3MBTL4,0.04,False,0.0,0.0
GPR180,0.04,False,0.0,0.0
NUDT8,0.04,False,0.0,0.0
IFNA4,0.04,False,0.0,0.0
H2AC15,0.04,False,0.0,0.0
ODAD2,0.04,False,0.0,0.0
WNT3A,0.04,False,0.0,0.0
IGFALS,0.04,False,0.0,0.0
FAM3B,0.04,False,0.0,0.0
SPATA2L,0.04,False,0.0,0.0
NPIPA2,0.04,False,0.0,0.0
SPATA31E1,0.04,False,0.0,0.0
CTAGE1,0.04,False,0.0,0.0
SCGB3A2,0.04,False,0.0,0.0
HBD,0.04,False,0.0,0.0
HSPA1A,0.04,False,0.0,0.0
NLRP2,0.04,False,0.0,0.0
BOLL,0.04,False,0.0,0.0
NPPB,0.04,False,0.0,0.0
SMIM31,0.04,False,0.0,0.0
ZNF630,0.04,False,0.0,0.0
OR5AU1,0.04,False,0.0,0.0
OR7A10,0.04,False,0.0,0.0
VTN,0.04,False,0.0,0.0
NPY4R2,0.04,False,0.0,0.0
OR10J5,0.04,False,0.0,0.0
CCDC27,0.04,False,0.0,0.0
ZNF705A,0.04,False,0.0,0.0
PRAMEF6,0.04,False,0.0,0.0
SPANXN2,0.04,False,0.0,0.0
CT45A2,0.04,False,0.0,0.0
H4C16,0.04,False,0.0,0.0
KRT35,0.04,False,0.0,0.0
PPP1R7,0.04,False,0.96,0.0
RNPEPL1,0.04,False,0.0,0.0
NANOG,0.04,False,0.0,0.0
PRAMEF1,0.04,False,0.0,0.0
CPXCR1,0.04,False,0.0,0.0
ITGB6,0.04,False,0.0,0.0
OR2T27,0.04,False,0.0,0.0
OPN1MW3,0.04,False,0.0,0.0
SPRR2A,0.04,False,0.0,0.0
NCBP3,0.04,False,0.0,0.0
OR2L5,0.04,False,0.0,0.0
TRIB3,0.04,False,0.0,0.0
NAP1L5,0.04,False,0.0,0.0
ALX1,0.04,False,0.0,0.0
HDX,0.04,False,0.0,0.0
DIS3L2,0.04,False,0.0,0.0
OR4D9,0.04,False,0.0,0.0
TP53TG3,0.04,False,0.0,0.0
H3Y1,0.04,False,0.0,0.0
SERPINB12,0.04,False,0.0,0.0
PDZK1IP1,0.04,False,0.0,0.0
CYP24A1,0.04,False,0.0,0.0
