gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
LXN,0.04,False,0.08,0.01
IFRD1,0.04,False,0.04,0.01
PPIAL4F,0.04,False,0.0,0.01
MIP,0.04,False,0.0,0.01
CTRB1,0.04,False,0.0,0.01
FRG2,0.04,False,0.0,0.01
H4C6,0.04,False,0.0,0.01
LRRC34,0.04,False,0.0,0.01
USP17L1,0.04,False,0.0,0.01
GPR108,0.04,False,0.0,0.01
CAPG,0.04,False,0.88,0.01
ARMS2,0.04,False,0.0,0.01
GCSAML,0.04,False,0.0,0.01
SLC25A53,0.04,False,0.0,0.01
GPR6,0.04,False,0.0,0.01
CDK3,0.04,False,0.0,0.01
SSTR4,0.04,False,0.0,0.01
ZC3H11B,0.04,False,0.0,0.01
CTRC,0.04,False,0.0,0.01
MEIKIN,0.04,False,0.0,0.01
DDX4,0.04,False,0.0,0.01
GARIN6,0.04,False,0.0,0.01
NAALADL1,0.04,False,0.0,0.01
CPXCR1,0.04,False,0.0,0.01
ACP6,0.04,False,0.0,0.01
ECEL1,0.0,False,0.0,0.01
SLC2A14,0.0,False,0.0,0.01
PLEKHG7,0.0,False,0.0,0.01
ATP8A2,0.0,False,0.0,0.01
GSDMA,0.0,False,0.0,0.01
TBC1D3,0.0,False,0.0,0.01
GFRAL,0.0,False,0.0,0.01
LRRN2,0.0,False,0.0,0.01
MS4A4E,0.0,False,0.0,0.01
SMIM35,0.0,False,0.0,0.01
SERTM2,0.0,False,0.0,0.01
SHISA2,0.0,False,0.0,0.01
C1QTNF8,0.0,False,0.0,0.01
KRTAP5-7,0.0,False,0.0,0.01
MGLL,0.0,False,0.0,0.01
TULP1,0.0,False,0.0,0.01
ASB12,0.0,False,0.0,0.01
PTPN20,0.0,False,0.0,0.01
MTNR1B,0.0,False,0.0,0.01
OARD1,0.0,False,0.0,0.01
OPN1SW,0.0,False,0.0,0.01
DEFB107B,0.0,False,0.0,0.01
FOXE3,0.0,False,0.0,0.01
OR4F3,0.0,False,0.0,0.01
CD81,0.0,False,0.0,0.01
LHCGR,0.0,False,0.0,0.01
MAGEA2B,0.0,False,0.0,0.01
MAGEA12,0.0,False,0.0,0.01
NRDE2,0.0,False,0.0,0.01
NALCN,0.0,False,0.0,0.01
MPL,0.0,False,0.0,0.01
SLC7A14,0.0,False,0.0,0.01
CPLX3,0.0,False,0.0,0.01
GJD4,0.0,False,0.0,0.01
RPEL1,0.0,False,0.0,0.01
KRTAP10-1,0.0,False,0.0,0.01
SAGE1,0.0,False,0.0,0.01
DYNC2I1,0.0,False,0.0,0.01
HELT,0.0,False,0.0,0.01
SCNN1B,0.0,False,0.0,0.01
SMIM9,0.0,False,0.0,0.01
PSKH2,0.0,False,0.0,0.01
SMIM20,0.0,False,0.0,0.01
MYOC,0.0,False,0.0,0.01
RSPH14,0.0,False,0.0,0.01
RASL10B,0.0,False,0.0,0.01
DAZ1,0.0,False,0.0,0.01
CCDC172,0.0,False,0.0,0.01
OTOG,0.0,False,0.0,0.01
TNFRSF8,0.0,False,0.0,0.01
C4orf36,0.0,False,0.0,0.01
GOLGA6L25,0.0,False,0.0,0.01
MLC1,0.0,False,0.0,0.01
TMEM151B,0.0,False,0.0,0.01
PYDC2,0.0,False,0.0,0.01
PAX4,0.0,False,0.0,0.01
CST9,0.0,False,0.0,0.01
MTFP1,0.0,False,0.0,0.01
DCAF4L1,0.0,False,0.0,0.01
H3C6,0.0,False,0.0,0.01
ASB4,0.0,False,0.0,0.01
HM13,0.0,False,0.0,0.01
RAX,0.0,False,0.0,0.01
MS4A6E,0.0,False,0.0,0.01
SSH2,0.0,False,0.0,0.01
CSNK1A1L,0.0,False,0.0,0.01
KYAT3,0.0,False,0.0,0.01
PNOC,0.0,False,0.0,0.01
CLRN1,0.0,False,0.0,0.01
DEFB107A,0.0,False,0.0,0.01
MEIOSIN,0.0,False,0.0,0.01
PXT1,0.0,False,0.0,0.01
SAXO3,0.0,False,0.0,0.01
KCNK4,0.0,False,0.0,0.01
RBMY1F,0.0,False,0.0,0.01
SLC22A2,0.0,False,0.0,0.01
SLC5A12,0.0,False,0.0,0.01
C16orf78,0.0,False,0.0,0.01
NRG4,0.0,False,0.0,0.01
SHFL,0.0,False,0.0,0.01
TEX13B,0.0,False,0.0,0.01
CHRM5,0.0,False,0.0,0.01
TRIML2,0.0,False,0.0,0.01
AEBP1,0.0,False,0.0,0.01
CERK,0.0,False,0.0,0.01
OR11H7,0.0,False,0.0,0.01
SPANXA1,0.0,False,0.0,0.01
OR9Q1,0.0,False,0.0,0.01
WHRN,0.0,False,0.0,0.01
C17orf113,0.0,False,0.0,0.01
NMBR,0.0,False,0.0,0.01
S100A13,0.0,False,0.0,0.01
MYCN,0.0,False,0.0,0.01
OR52E2,0.0,False,0.0,0.01
IFNB1,0.0,False,0.0,0.01
C9orf57,0.0,False,0.0,0.01
NPM2,0.0,False,0.0,0.01
BTG4,0.0,False,0.0,0.01
RPGRIP1,0.0,False,0.0,0.01
RHD,0.0,False,0.0,0.01
RESP18,0.0,False,0.0,0.01
SLITRK5,0.0,False,0.0,0.01
SP7,0.0,False,0.0,0.01
GPRC5D,0.0,False,0.0,0.01
STEAP1,0.0,False,0.0,0.01
GLYATL1B,0.0,False,0.0,0.01
KERA,0.0,False,0.0,0.01
BTBD18,0.0,False,0.0,0.01
SUN3,0.0,False,0.0,0.01
CCL13,0.0,False,0.0,0.01
GNAT2,0.0,False,0.0,0.01
SLCO1B7,0.0,False,0.0,0.01
GYPB,0.0,False,0.0,0.01
KCNA7,0.0,False,0.0,0.01
DRC11L,0.0,False,0.0,0.01
TP53AIP1,0.0,False,0.0,0.01
TSACC,0.0,False,0.0,0.01
MAGEB6,0.0,False,0.0,0.01
ALX4,0.0,False,0.0,0.01
TMEM236,0.0,False,0.0,0.01
VCX2,0.0,False,0.0,0.01
CYP4Z1,0.0,False,0.0,0.01
KRTAP4-16,0.0,False,0.0,0.01
MYOT,0.0,False,0.0,0.01
KRTAP6-2,0.0,False,0.0,0.01
TSLP,0.0,False,0.0,0.01
PRR23E,0.0,False,0.0,0.01
HOXB7,0.0,False,0.0,0.01
GUCY2D,0.0,False,0.0,0.01
BPI,0.0,False,0.0,0.01
CA7,0.0,False,0.0,0.01
CATSPERZ,0.0,False,0.0,0.01
GP9,0.0,False,0.0,0.01
TRIM64B,0.0,False,0.0,0.01
GCG,0.0,False,0.0,0.01
PPP1R42,0.0,False,0.0,0.01
PRKAG3,0.0,False,0.0,0.01
TAC1,0.0,False,0.0,0.01
SMPX,0.0,False,0.0,0.01
CTAG2,0.0,False,0.0,0.01
FBXO27,0.0,False,0.0,0.01
H2AB3,0.0,False,0.0,0.01
RANGRF,0.0,False,0.0,0.01
HKDC1,0.0,False,0.0,0.01
CT45A6,0.0,False,0.0,0.01
IQCJ,0.0,False,0.0,0.01
ANGPTL5,0.0,False,0.0,0.01
ADAD1,0.0,False,0.0,0.01
EDN2,0.0,False,0.0,0.01
INSL5,0.0,False,0.0,0.01
CTNNA3,0.0,False,0.0,0.01
CAMP,0.0,False,0.0,0.01
GP6,0.0,False,0.0,0.01
KCNMB2,0.0,False,0.0,0.01
SYS1,0.0,False,0.0,0.01
TRHR,0.0,False,0.0,0.01
CTSV,0.0,False,0.0,0.01
SLC5A11,0.0,False,0.0,0.01
NEUROG3,0.0,False,0.0,0.01
C16orf90,0.0,False,0.0,0.01
NKX6-3,0.0,False,0.0,0.01
MUSTN1,0.0,False,0.0,0.01
ACSF2,0.0,False,0.0,0.01
LLPH,0.0,False,0.0,0.01
RNF34,0.0,False,0.0,0.01
TBC1D3B,0.0,False,0.0,0.01
SOX18,0.0,False,0.0,0.01
JPH1,0.0,False,0.0,0.01
ELAVL4,0.0,False,0.0,0.01
FOXL3,0.0,False,0.0,0.01
C15orf61,0.0,False,0.0,0.01
CCT2,0.0,False,0.0,0.01
COL11A1,0.0,False,0.0,0.01
RHCE,0.0,False,0.0,0.01
MYLK,0.0,False,0.0,0.01
PNLIPRP3,0.0,False,0.0,0.01
KCNG4,0.0,False,0.0,0.01
RPSA,0.0,False,0.0,0.01
BTG3,0.0,False,0.0,0.01
TNP2,0.0,False,0.0,0.01
S100Z,0.0,False,0.0,0.01
CCDC179,0.0,False,0.0,0.01
MYBPC3,0.0,False,0.0,0.01
OR2B8,0.0,False,0.0,0.01
CIB4,0.0,False,0.0,0.01
RBMXL3,0.0,False,0.0,0.01
H3C7,0.0,False,0.0,0.01
PRL,0.0,False,0.0,0.01
CCDC83,0.0,False,0.0,0.01
MC4R,0.0,False,0.0,0.01
CYP3A43,0.0,False,0.0,0.01
PYGB,0.0,False,0.0,0.01
NLGN4X,0.0,False,0.0,0.01
OVOL3,0.0,False,0.0,0.01
TRIP6,0.0,False,0.0,0.01
DKKL1,0.0,False,0.0,0.01
HNRNPCL3,0.0,False,0.0,0.01
SERPINB10,0.0,False,0.0,0.01
FHAD1,0.0,False,0.0,0.01
SPMIP3,0.0,False,0.0,0.01
KRT84,0.0,False,0.0,0.01
TP53I3,0.0,False,0.0,0.01
SPDYE4,0.0,False,0.0,0.01
OR1J2,0.0,False,0.0,0.01
MORN5,0.0,False,0.0,0.01
SLC10A5,0.0,False,0.0,0.01
DDX53,0.0,False,0.0,0.01
SLC35G1,0.0,False,0.0,0.01
KRTAP3-2,0.0,False,0.0,0.01
ZC4H2,0.0,False,0.0,0.01
CRYGB,0.0,False,0.0,0.01
MINAR1,0.0,False,0.0,0.01
MMP27,0.0,False,0.0,0.01
KHDC1,0.0,False,0.0,0.01
CD24,0.0,False,0.0,0.01
BPIFB6,0.0,False,0.0,0.01
KRTAP5-6,0.0,False,0.0,0.01
TBC1D3F,0.0,False,0.0,0.01
MOV10L1,0.0,False,0.0,0.01
AURKC,0.0,False,0.0,0.01
PRSS3,0.0,False,0.0,0.01
H3C8,0.0,False,0.0,0.01
BPIFA3,0.0,False,0.0,0.01
GABPB2,0.0,False,0.0,0.01
TMEM238,0.0,False,0.0,0.01
CALB1,0.0,False,0.0,0.01
ZP4,0.0,False,0.0,0.01
SPDYE10,0.0,False,0.0,0.01
SPDYE9,0.0,False,0.0,0.01
LSS,0.0,False,0.0,0.01
EPX,0.0,False,0.0,0.01
LYLDT1,0.0,False,0.0,0.01
MYMK,0.0,False,0.0,0.01
PPIAL4G,0.0,False,0.0,0.01
GOLGA6L6,0.0,False,0.0,0.01
NEDD4L,0.0,False,0.0,0.01
SOX3,0.0,False,0.0,0.01
OR5H15,0.0,False,0.0,0.01
DCHS2,0.0,False,0.0,0.01
OR11H1,0.0,False,0.0,0.01
RAB3C,0.0,False,0.0,0.01
SLC22A14,0.0,False,0.0,0.01
TENM2,0.0,False,0.0,0.01
PAX6,0.0,False,0.0,0.01
BOLA2,0.0,False,0.0,0.01
AKAIN1,0.0,False,0.0,0.01
ALKBH3,0.0,False,0.0,0.01
TCAP,0.0,False,0.0,0.01
WFIKKN1,0.0,False,0.0,0.01
DND1,0.0,False,0.0,0.01
APOBEC3B,0.0,False,0.0,0.01
MATK,0.0,False,0.0,0.01
OR4M2B,0.0,False,0.0,0.01
TREML4,0.0,False,0.0,0.01
GAGE13,0.0,False,0.0,0.01
RHO,0.0,False,0.0,0.01
ZNF735,0.0,False,0.0,0.01
ZNF395,0.0,False,0.0,0.01
SPATS1,0.0,False,0.0,0.01
OR5AC2,0.0,False,0.0,0.01
HYPK,0.0,False,0.0,0.01
SPMIP2,0.0,False,0.0,0.01
KRT2,0.0,False,0.0,0.01
CCDC70,0.0,False,0.0,0.01
OR2S2,0.0,False,0.0,0.01
CALR3,0.0,False,0.0,0.01
MUC19,0.0,False,0.0,0.01
DDTL,0.0,False,0.0,0.01
PDHX,0.0,False,0.0,0.01
PF4,0.0,False,0.0,0.01
AADACL3,0.0,False,0.0,0.01
GARIN4,0.0,False,0.0,0.01
SPATA3,0.0,False,0.0,0.01
HGFAC,0.0,False,0.0,0.01
ARAP2,0.0,False,0.0,0.01
VPS33B,0.0,False,0.0,0.01
AQP2,0.0,False,0.0,0.01
LRRC71,0.0,False,0.0,0.01
STPG3,0.0,False,0.0,0.01
GAD2,0.0,False,0.0,0.01
CALHM4,0.0,False,0.0,0.01
WFDC10B,0.0,False,0.0,0.01
PSG3,0.0,False,0.0,0.01
IFNL2,0.0,False,0.0,0.01
MROH2B,0.0,False,0.0,0.01
GJA8,0.0,False,0.0,0.01
OR1E1,0.0,False,0.0,0.01
C9orf153,0.0,False,0.0,0.01
SLC1A6,0.0,False,0.0,0.01
NADSYN1,0.0,False,0.0,0.01
CBLN2,0.0,False,0.0,0.01
PLN,0.0,False,0.0,0.01
OR4K5,0.0,False,0.0,0.01
CYP2A7,0.0,False,0.0,0.01
H2BC3,0.0,False,0.0,0.01
TBC1D21,0.0,False,0.0,0.01
OR4D1,0.0,False,0.0,0.01
KRTAP12-2,0.0,False,0.0,0.01
LRRC74A,0.0,False,0.0,0.01
QRFP,0.0,False,0.0,0.01
TMEM239,0.0,False,0.0,0.01
KCNH5,0.0,False,0.0,0.01
UBB,0.0,False,0.0,0.01
ST6GALNAC5,0.0,False,0.0,0.01
SLC9B1,0.0,False,0.0,0.01
PFN3,0.0,False,0.0,0.01
TP53TG3B,0.0,False,0.0,0.01
CD177,0.0,False,0.0,0.01
DYNLT5,0.0,False,0.0,0.01
SPATA31A3,0.0,False,0.0,0.01
KCNH4,0.0,False,0.0,0.01
TMEM95,0.0,False,0.0,0.01
UBL4B,0.0,False,0.0,0.01
ZNRF4,0.0,False,0.0,0.01
VCX,0.0,False,0.0,0.01
PNPLA5,0.0,False,0.0,0.01
STON2,0.0,False,0.0,0.01
NCKIPSD,0.0,False,0.0,0.01
ACOT11,0.0,False,0.0,0.01
ZSCAN23,0.0,False,0.0,0.01
TPBGL,0.0,False,0.0,0.01
ADSS1,0.0,False,0.0,0.01
MMP24OS,0.0,False,0.0,0.01
CTXND1,0.0,False,0.0,0.01
MOB2,0.0,False,0.0,0.01
SYCP2L,0.0,False,0.0,0.01
FGF21,0.0,False,0.0,0.01
PLA2G2E,0.0,False,0.0,0.01
TEX30,0.0,False,0.0,0.01
KRT222,0.0,False,0.0,0.01
SYNGR4,0.0,False,0.0,0.01
PFDN2,0.0,False,0.0,0.01
SMN2,0.0,False,0.0,0.01
EIF2AK4,0.0,False,0.0,0.01
ARX,0.0,False,0.0,0.01
STRA8,0.0,False,0.0,0.01
MRLN,0.0,False,0.0,0.01
GARIN1B,0.0,False,0.0,0.01
ESX1,0.0,False,0.0,0.01
KCNK18,0.0,False,0.0,0.01
DBNDD1,0.0,False,0.0,0.01
KRTAP19-8,0.0,False,0.0,0.01
GOLGA6L10,0.0,False,0.0,0.01
DEFB125,0.0,False,0.0,0.01
PLCB1,0.0,False,0.0,0.01
TAS1R3,0.0,False,0.0,0.01
H2AB1,0.0,False,0.0,0.01
RFPL2,0.0,False,0.0,0.01
SAG,0.0,False,0.0,0.01
OR5P3,0.0,False,0.0,0.01
C2CD4B,0.0,False,0.0,0.01
RTL9,0.0,False,0.0,0.01
CPA5,0.0,False,0.0,0.01
APRT,0.0,False,0.0,0.01
MBD3L3,0.0,False,0.0,0.01
OR5AS1,0.0,False,0.0,0.01
NUTM2F,0.0,False,0.0,0.01
GRM7,0.0,False,0.0,0.01
RAG2,0.0,False,0.0,0.01
ODF1,0.0,False,0.0,0.01
DMTN,0.0,False,0.0,0.01
TAFA1,0.0,False,0.0,0.01
EFCAB8,0.0,False,0.0,0.01
TPSG1,0.0,False,0.0,0.01
RPL3L,0.0,False,0.0,0.01
PPP2R5A,0.0,False,0.0,0.01
CNBD1,0.0,False,0.0,0.01
TP53,0.0,False,0.0,0.01
SEL1L2,0.0,False,0.0,0.01
OR56B2,0.0,False,0.0,0.01
SSX4,0.0,False,0.0,0.01
CDH10,0.0,False,0.0,0.01
IQCF5,0.0,False,0.0,0.01
PNLIP,0.0,False,0.0,0.01
DEFB108B,0.0,False,0.0,0.01
PPP2R5C,0.0,False,0.0,0.01
ACTMAP,0.0,False,0.0,0.01
IFNL1,0.0,False,0.0,0.01
ZNF69,0.0,False,0.0,0.01
INSL6,0.0,False,0.0,0.01
KRT26,0.0,False,0.0,0.01
RXFP1,0.0,False,0.0,0.01
DPEP3,0.0,False,0.0,0.01
TBC1D3E,0.0,False,0.0,0.01
TUSC1,0.0,False,0.0,0.01
CTAGE15,0.0,False,0.0,0.01
GFY,0.0,False,0.0,0.01
GOLGA6L2,0.0,False,0.0,0.01
IFNL4,0.0,False,0.0,0.01
CABP5,0.0,False,0.0,0.01
RDH8,0.0,False,0.0,0.01
TPSD1,0.0,False,0.0,0.01
C1QL3,0.0,False,0.0,0.01
HBG1,0.0,False,0.0,0.01
KIF4B,0.0,False,0.0,0.01
KCNJ11,0.0,False,0.0,0.01
ABCB5,0.0,False,0.0,0.01
PRSS41,0.0,False,0.0,0.01
DNTT,0.0,False,0.0,0.01
OR4N4,0.0,False,0.0,0.01
PADI4,0.0,False,0.0,0.01
SLC6A7,0.0,False,0.0,0.01
INTS12,0.0,False,0.0,0.01
ACTRT2,0.0,False,0.0,0.01
PP2D1,0.0,False,0.0,0.01
MARCHF10,0.0,False,0.0,0.01
C2orf78,0.0,False,0.0,0.01
ACVR1C,0.0,False,0.0,0.01
IP6K3,0.0,False,0.0,0.01
CLDN34,0.0,False,0.0,0.01
CACNA2D3,0.0,False,0.0,0.01
FREY1,0.0,False,0.0,0.01
PRMT8,0.0,False,0.0,0.01
CCDC177,0.0,False,0.0,0.01
PF4V1,0.0,False,0.0,0.01
ISOC1,0.0,False,0.0,0.01
PDE8A,0.0,False,0.0,0.01
GLYATL3,0.0,False,0.0,0.01
RXFP4,0.0,False,0.0,0.01
MRPL23,0.0,False,0.0,0.01
PITRM1,0.0,False,0.0,0.01
KLHL13,0.0,False,0.0,0.01
TMEM191C,0.0,False,0.0,0.01
EFCAB5,0.0,False,0.0,0.01
MPZ,0.0,False,0.0,0.01
IZUMO1R,0.0,False,0.0,0.01
VSTM2B,0.0,False,0.0,0.01
TRIM43,0.0,False,0.0,0.01
CELF5,0.0,False,0.0,0.01
ADAMTS17,0.0,False,0.0,0.01
SF3B5,0.0,False,0.0,0.01
SKOR1,0.0,False,0.0,0.01
S100A7,0.0,False,0.0,0.01
MSTN,0.0,False,0.0,0.01
SYT17,0.0,False,0.0,0.01
FOXD4L6,0.0,False,0.0,0.01
OR10G2,0.0,False,0.0,0.01
GTF2H2,0.0,False,0.0,0.01
HMG20B,0.0,False,0.0,0.01
LHX1,0.0,False,0.0,0.01
SPRED2,0.0,False,0.0,0.01
LIPN,0.0,False,0.0,0.01
ITGBL1,0.0,False,0.0,0.01
FMR1NB,0.0,False,0.0,0.01
SLC18A2,0.0,False,0.0,0.01
EI24,0.0,False,0.0,0.01
LMAN1L,0.0,False,0.0,0.01
PNLIPRP1,0.0,False,0.0,0.01
LRRD1,0.0,False,0.0,0.01
IL13,0.0,False,0.0,0.01
TENT5C,0.0,False,0.0,0.01
TRIM31,0.0,False,0.0,0.01
KLRF2,0.0,False,0.0,0.01
NFATC4,0.0,False,0.0,0.01
OR4C6,0.0,False,0.0,0.01
MROH2A,0.0,False,0.0,0.01
ZCRB1,0.0,False,0.0,0.01
CCR10,0.0,False,0.0,0.01
PRX,0.0,False,0.0,0.01
ANKRD45,0.0,False,0.0,0.01
SYT3,0.0,False,0.0,0.01
PUS3,0.0,False,0.0,0.01
UCN3,0.0,False,0.0,0.01
KRT82,0.0,False,0.0,0.01
HBA1,0.0,False,0.0,0.01
RBP3,0.0,False,0.0,0.01
TPTE2,0.0,False,0.0,0.01
DDIT3,0.0,False,0.0,0.01
TAS2R43,0.0,False,0.0,0.01
BLOC1S1,0.0,False,0.0,0.01
NACA,0.0,False,0.0,0.01
TBX20,0.0,False,0.0,0.01
MAP7D2,0.0,False,0.0,0.01
GRK1,0.0,False,0.0,0.01
SIGLEC5,0.0,False,0.0,0.01
AGBL1,0.0,False,0.0,0.01
H2AC15,0.0,False,0.0,0.01
CRX,0.0,False,0.0,0.01
MBNL3,0.0,False,0.0,0.01
ASCL1,0.0,False,0.0,0.01
LRTM3,0.0,False,0.0,0.01
MC3R,0.0,False,0.0,0.01
SESN2,0.0,False,0.0,0.01
ITLN2,0.0,False,0.0,0.01
CHRNB4,0.0,False,0.0,0.01
SIX3,0.0,False,0.0,0.01
CRIP3,0.0,False,0.0,0.01
ANO4,0.0,False,0.0,0.01
OR52K2,0.0,False,0.0,0.01
NACA2,0.0,False,0.0,0.01
MDGA2,0.0,False,0.0,0.01
MYH4,0.0,False,0.0,0.01
FAM177B,0.0,False,0.0,0.01
C18orf63,0.0,False,0.0,0.01
FADS6,0.0,False,0.0,0.01
IL36B,0.0,False,0.0,0.01
CSN1S1,0.0,False,0.0,0.01
HDAC8,0.0,False,0.0,0.01
MSGN1,0.0,False,0.0,0.01
IPCEF1,0.0,False,0.0,0.01
FARS2,0.0,False,0.0,0.01
ANKRD20A1,0.0,False,0.0,0.01
ZNF385D,0.0,False,0.0,0.01
LGALS7,0.0,False,0.0,0.01
SQSTM1,0.0,False,0.0,0.01
ADCY10,0.0,False,0.0,0.01
BMP5,0.0,False,0.0,0.01
H2AL3,0.0,False,0.0,0.01
CACNG5,0.0,False,0.0,0.01
MIA,0.0,False,0.0,0.01
GABRB1,0.0,False,0.0,0.01
CIMIP4,0.0,False,0.0,0.01
FOXD4L4,0.0,False,0.0,0.01
DSPP,0.0,False,0.0,0.01
FABP6,0.0,False,0.0,0.01
LRRIQ4,0.0,False,0.0,0.01
ZIC3,0.0,False,0.0,0.01
HSFX2,0.0,False,0.0,0.01
THSD4,0.0,False,0.0,0.01
CER1,0.0,False,0.0,0.01
SLC46A2,0.0,False,0.0,0.01
RHOXF2,0.0,False,0.0,0.01
CLEC1B,0.0,False,0.0,0.01
NXPE2,0.0,False,0.0,0.01
PRSS55,0.0,False,0.0,0.01
C19orf84,0.0,False,0.0,0.01
MAEL,0.0,False,0.0,0.01
NF1,0.0,False,0.0,0.01
RLN1,0.0,False,0.0,0.01
GP5,0.0,False,0.0,0.01
TECRL,0.0,False,0.0,0.01
SLC38A11,0.0,False,0.0,0.01
PRR35,0.0,False,0.0,0.01
OR10A5,0.0,False,0.0,0.01
IL37,0.0,False,0.0,0.01
KRT1,0.0,False,0.0,0.01
PPEF2,0.0,False,0.0,0.01
SLCO1B3,0.0,False,0.0,0.01
ACSF3,0.0,False,0.0,0.01
ZSCAN2,0.0,False,0.0,0.01
DEFB109C,0.0,False,0.0,0.01
DEFB109B,0.0,False,0.0,0.01
CRYBA4,0.0,False,0.0,0.01
NXF3,0.0,False,0.0,0.01
UTS2B,0.0,False,0.0,0.01
OR52W1,0.0,False,0.0,0.01
TBC1D3D,0.0,False,0.0,0.01
ASTL,0.0,False,0.0,0.01
OR52N2,0.0,False,0.0,0.01
TZMP1,0.0,False,0.0,0.01
KRTAP19-3,0.0,False,0.0,0.01
RCAN3,0.0,False,0.0,0.01
HBG2,0.0,False,0.0,0.01
ZNF726,0.0,False,0.0,0.01
HBD,0.0,False,0.0,0.01
SPATA20,0.0,False,0.0,0.01
CHRNB3,0.0,False,0.0,0.01
ZCCHC13,0.0,False,0.0,0.01
ADGRD2,0.0,False,0.0,0.01
OR3A1,0.0,False,0.0,0.01
PARD6G,0.0,False,0.0,0.01
LIMS4,0.0,False,0.0,0.01
H3Y2,0.0,False,0.0,0.01
ING5,0.0,False,0.0,0.01
VN1R2,0.0,False,0.0,0.01
UBE2F,0.0,False,0.0,0.01
DEFA1,0.0,False,0.0,0.01
H2AP,0.0,False,0.0,0.01
DUSP29,0.0,False,0.0,0.01
PDE6H,0.28,False,0.0,0.0
KRTAP13-3,0.28,False,0.0,0.0
HBZ,0.16,False,0.0,0.0
CAPN11,0.12,False,0.0,0.0
CAAP1,0.08,False,0.0,0.0
HSF2BP,0.08,False,0.0,0.0
CFD,0.08,False,0.0,0.0
NDST3,0.08,False,0.0,0.0
CLEC12B,0.08,False,0.0,0.0
KCNH7,0.08,False,0.0,0.0
TEX28,0.08,False,0.0,0.0
OLAH,0.08,False,0.0,0.0
HMGCLL1,0.08,False,0.0,0.0
PNPLA4,0.08,False,0.0,0.0
PIGB,0.08,False,0.32,0.0
KRABD1,0.08,False,0.0,0.0
SPATA22,0.08,False,0.0,0.0
GEMIN8,0.08,False,0.08,0.0
OR2A7,0.08,False,0.04,0.0
SLC35G5,0.08,False,0.0,0.0
GH2,0.08,False,0.0,0.0
TRIB2,0.08,False,0.28,0.0
LIPJ,0.08,False,0.0,0.0
ZC3H11D,0.08,False,0.0,0.0
IGHMBP2,0.08,False,0.0,0.0
OR13C5,0.04,False,0.0,0.0
MCAT,0.04,False,0.0,0.0
USP25,0.04,False,0.0,0.0
RGSL1,0.04,False,0.0,0.0
NOG,0.04,False,0.0,0.0
H4C14,0.04,False,0.0,0.0
ADAM2,0.04,False,0.0,0.0
IL5,0.04,False,0.0,0.0
PCDH11Y,0.04,False,0.0,0.0
RHPN2,0.04,False,0.0,0.0
PGPEP1L,0.04,False,0.0,0.0
THEM5,0.04,False,0.0,0.0
MRGPRX4,0.04,False,0.0,0.0
HSD3B1,0.04,False,0.0,0.0
TWF1,0.04,False,0.0,0.0
OR2T4,0.04,False,0.0,0.0
RDM1,0.04,False,0.0,0.0
C5orf47,0.04,False,0.0,0.0
PRM3,0.04,False,0.0,0.0
F3,0.04,False,0.12,0.0
TEX46,0.04,False,0.0,0.0
FOXD4L3,0.04,False,0.0,0.0
MAGEB3,0.04,False,0.0,0.0
HAMP,0.04,False,0.0,0.0
FDXACB1,0.04,False,0.04,0.0
HHLA1,0.04,False,0.0,0.0
RHBG,0.04,False,0.0,0.0
MOGAT1,0.04,False,0.0,0.0
PGK2,0.04,False,0.0,0.0
FOCAD,0.04,False,0.0,0.0
OR2Y1,0.04,False,0.0,0.0
DLK1,0.04,False,0.0,0.0
PWP2,0.04,False,0.0,0.0
GLIPR1L1,0.04,False,0.0,0.0
NTM,0.04,False,0.44,0.0
POU4F3,0.04,False,0.0,0.0
OXT,0.04,False,0.0,0.0
SPMAP2,0.04,False,0.0,0.0
OR14C36,0.04,False,0.0,0.0
ACTRT1,0.04,False,0.0,0.0
KRTAP9-7,0.04,False,0.0,0.0
MRGPRD,0.04,False,0.0,0.0
SSTR5,0.04,False,0.0,0.0
LTO1,0.04,False,0.0,0.0
CST8,0.04,False,0.0,0.0
CYP26A1,0.04,False,0.0,0.0
RERGL,0.04,False,0.0,0.0
TSGA10IP,0.04,False,0.0,0.0
MGST3,0.04,False,0.0,0.0
PRPS1L1,0.04,False,0.0,0.0
RASSF10,0.04,False,0.0,0.0
SLC13A3,0.04,False,0.0,0.0
NUP210L,0.04,False,0.0,0.0
SNORC,0.04,False,0.0,0.0
OR2L8,0.04,False,0.0,0.0
IQCH,0.04,False,0.0,0.0
CPA1,0.04,False,0.0,0.0
BBS4,0.04,False,0.0,0.0
DGKB,0.04,False,0.0,0.0
TEX36,0.04,False,0.0,0.0
ZSCAN5C,0.04,False,0.0,0.0
TRIM54,0.04,False,0.0,0.0
CCDC38,0.04,False,0.0,0.0
KLRC1,0.04,False,0.0,0.0
RPH3A,0.04,False,0.0,0.0
OR4Q2,0.04,False,0.0,0.0
ULBP3,0.04,False,0.0,0.0
NPPB,0.04,False,0.0,0.0
OR2M7,0.04,False,0.0,0.0
KCNJ18,0.04,False,0.0,0.0
OR1D4,0.04,False,0.0,0.0
DHRSX,0.04,False,0.0,0.0
UBXN10,0.04,False,0.04,0.0
TMEM187,0.04,False,0.0,0.0
MS4A5,0.04,False,0.0,0.0
NME5,0.04,False,0.04,0.0
SPATA31A7,0.04,False,0.0,0.0
DNAJC15,0.04,False,0.0,0.0
