gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
ACAP1,0.0,False,0.0,0.01
OR6B3,0.0,False,0.0,0.01
OR2A25,0.0,False,0.0,0.01
TMEM196,0.0,False,0.0,0.01
SSX5,0.0,False,0.0,0.01
PDHA2,0.0,False,0.0,0.01
NXF2,0.0,False,0.0,0.01
SEC14L3,0.0,False,0.0,0.01
SPANXN5,0.0,False,0.0,0.01
STRA6,0.0,False,0.0,0.01
DEFB131B,0.0,False,0.0,0.01
NPIPB2,0.0,False,0.0,0.01
C11orf21,0.0,False,0.0,0.01
ABHD8,0.0,False,0.0,0.01
PI16,0.0,False,0.0,0.01
CLEC10A,0.0,False,0.0,0.01
EPPIN,0.0,False,0.0,0.01
RBM48,0.0,False,0.0,0.01
MYH2,0.0,False,0.0,0.01
CSNK1A1L,0.0,False,0.0,0.01
TTLL10,0.0,False,0.0,0.01
LDOC1,0.0,False,0.0,0.01
PPP3R2,0.0,False,0.0,0.01
PAPPA2,0.0,False,0.0,0.01
SULT1C3,0.0,False,0.0,0.01
LRIT3,0.0,False,0.0,0.01
NAT2,0.0,False,0.0,0.01
ST18,0.0,False,0.0,0.01
OR2T34,0.0,False,0.0,0.01
KLK13,0.0,False,0.0,0.01
H2BC17,0.0,False,0.0,0.01
IAPP,0.0,False,0.0,0.01
GBP2,0.0,False,0.0,0.01
DEFB1,0.0,False,0.0,0.01
TREML1,0.0,False,0.0,0.01
RBFA,0.0,False,0.0,0.01
IL10,0.0,False,0.0,0.01
DAZ4,0.0,False,0.0,0.01
CGB3,0.0,False,0.0,0.01
CFAP45,0.0,False,0.0,0.01
DOCK6,0.0,False,0.0,0.01
LCE1B,0.0,False,0.0,0.01
FAM187B,0.0,False,0.0,0.01
TOPAZ1,0.0,False,0.0,0.01
OR11H7,0.0,False,0.0,0.01
USP6,0.0,False,0.0,0.01
TBC1D3L,0.0,False,0.0,0.01
KDM6B,0.0,False,0.0,0.01
PRAMEF7,0.0,False,0.0,0.01
CNMD,0.0,False,0.0,0.01
SLC38A11,0.0,False,0.0,0.01
LORICRIN,0.0,False,0.0,0.01
KCNA6,0.0,False,0.0,0.01
COL4A5,0.0,False,0.0,0.01
HOXD4,0.0,False,0.0,0.01
TEKT5,0.0,False,0.0,0.01
MBD3L1,0.0,False,0.0,0.01
BCLAF3,0.0,False,0.0,0.01
CGA,0.0,False,0.0,0.01
FBXO47,0.0,False,0.0,0.01
OR6S1,0.0,False,0.0,0.01
PPDPFL,0.0,False,0.0,0.01
DRICH1,0.0,False,0.0,0.01
IFNA1,0.0,False,0.0,0.01
CPA1,0.0,False,0.0,0.01
MPRIP,0.0,False,0.0,0.01
ADGRE1,0.0,False,0.0,0.01
PIGL,0.0,False,0.0,0.01
AKAP9,0.0,False,0.0,0.01
ELP3,0.0,False,0.0,0.01
UCN,0.0,False,0.0,0.01
BOLA2,0.0,False,0.0,0.01
MSI2,0.0,False,0.0,0.01
ADGRG2,0.0,False,0.0,0.01
CNTF,0.0,False,0.0,0.01
TP73,0.0,False,0.0,0.01
VSTM2L,0.0,False,0.0,0.01
PLPP4,0.0,False,0.0,0.01
P2RY4,0.0,False,0.0,0.01
XKR8,0.0,False,0.0,0.01
SBSPON,0.0,False,0.0,0.01
KRTAP9-8,0.0,False,0.0,0.01
KRTAP10-6,0.0,False,0.0,0.01
EXOSC7,0.0,False,0.0,0.01
PKIA,0.0,False,0.0,0.01
OR6M1,0.0,False,0.0,0.01
SPIN2A,0.0,False,0.0,0.01
OR7D4,0.0,False,0.0,0.01
NMUR2,0.0,False,0.0,0.01
NME8,0.0,False,0.0,0.01
HPS1,0.0,False,0.0,0.01
PTPRD,0.0,False,0.0,0.01
HAPLN4,0.0,False,0.0,0.01
NME2,0.0,False,0.0,0.01
KCNT1,0.0,False,0.0,0.01
NPIPB13,0.0,False,0.0,0.01
OR3A2,0.0,False,0.0,0.01
SLC6A16,0.0,False,0.0,0.01
ACTA2,0.0,False,0.0,0.01
PRR7,0.0,False,0.0,0.01
ISL2,0.0,False,0.0,0.01
C1QTNF9,0.0,False,0.0,0.01
SLC4A9,0.0,False,0.0,0.01
ZNF208,0.0,False,0.0,0.01
MRGPRX1,0.0,False,0.0,0.01
SPDYA,0.0,False,0.0,0.01
HTR3D,0.0,False,0.0,0.01
PTTG1IP2,0.0,False,0.0,0.01
FOXD4,0.0,False,0.0,0.01
FOXD4L6,0.0,False,0.0,0.01
MARK1,0.0,False,0.0,0.01
RAVER2,0.0,False,0.0,0.01
RHOXF2,0.0,False,0.0,0.01
UBC,0.0,False,0.0,0.01
NLRP14,0.0,False,0.0,0.01
TSPY4,0.0,False,0.0,0.01
OC90,0.0,False,0.0,0.01
SELP,0.0,False,0.0,0.01
RASGEF1A,0.0,False,0.0,0.01
CLEC12B,0.0,False,0.0,0.01
PRND,0.0,False,0.0,0.01
ABCA9,0.0,False,0.0,0.01
HES2,0.0,False,0.0,0.01
SLC46A2,0.0,False,0.0,0.01
SVOPL,0.0,False,0.0,0.01
DRC11L,0.0,False,0.0,0.01
IQCF6,0.0,False,0.0,0.01
MAGEA10,0.0,False,0.0,0.01
XKR5,0.0,False,0.0,0.01
ADAMTSL1,0.0,False,0.0,0.01
HOXD12,0.0,False,0.0,0.01
PTGIR,0.0,False,0.0,0.01
OLFM3,0.0,False,0.0,0.01
HR,0.0,False,0.0,0.01
SPEF2,0.0,False,0.0,0.01
FAM151B,0.0,False,0.0,0.01
PATJ,0.0,False,0.0,0.01
RYR2,0.0,False,0.0,0.01
RDH12,0.0,False,0.0,0.01
SPIN4,0.0,False,0.0,0.01
ISM1,0.0,False,0.0,0.01
HSPB2,0.0,False,0.0,0.01
MAP3K13,0.0,False,0.0,0.01
SLX4IP,0.0,False,0.0,0.01
NMRK1,0.0,False,0.0,0.01
ZSCAN31,0.0,False,0.0,0.01
FIMP1,0.0,False,0.0,0.01
PWP2,0.0,False,0.0,0.01
CAPN9,0.0,False,0.0,0.01
COL22A1,0.0,False,0.0,0.01
ZFP41,0.0,False,0.0,0.01
GAGE2E,0.0,False,0.0,0.01
PAGE5,0.0,False,0.0,0.01
OR51T1,0.0,False,0.0,0.01
H2BC12L,0.0,False,0.0,0.01
OR5D13,0.0,False,0.0,0.01
PRH2,0.0,False,0.0,0.01
IL17C,0.0,False,0.0,0.01
LHCGR,0.0,False,0.0,0.01
GSTA3,0.0,False,0.0,0.01
GTF2A1L,0.0,False,0.0,0.01
DAPK1,0.0,False,0.0,0.01
KLRF1,0.0,False,0.0,0.01
ALLC,0.0,False,0.0,0.01
CRTAM,0.0,False,0.0,0.01
TMEM171,0.0,False,0.0,0.01
BARHL2,0.0,False,0.0,0.01
OR4C11,0.0,False,0.0,0.01
UNCX,0.0,False,0.0,0.01
TFPI2,0.0,False,0.0,0.01
CSTA,0.0,False,0.0,0.01
GNLY,0.0,False,0.0,0.01
CD2,0.0,False,0.0,0.01
CXCL11,0.0,False,0.0,0.01
SLC9C1,0.0,False,0.0,0.01
IL2RB,0.0,False,0.0,0.01
DCAF8L2,0.0,False,0.0,0.01
OR52I2,0.0,False,0.0,0.01
H2BC7,0.0,False,0.0,0.01
SARNP,0.0,False,0.0,0.01
TCF15,0.0,False,0.0,0.01
MRLN,0.0,False,0.0,0.01
DLX2,0.0,False,0.0,0.01
NPY2R,0.0,False,0.0,0.01
KRT37,0.0,False,0.0,0.01
PDS5B,0.0,False,0.0,0.01
NTN4,0.0,False,0.0,0.01
PDYN,0.0,False,0.0,0.01
CBLN3,0.0,False,0.0,0.01
PRM3,0.0,False,0.0,0.01
GSC,0.0,False,0.0,0.01
PRR35,0.0,False,0.0,0.01
CCL3L3,0.0,False,0.0,0.01
MLN,0.0,False,0.0,0.01
PALM2AKAP2,0.0,False,0.0,0.01
PRDM12,0.0,False,0.0,0.01
C2orf15,0.0,False,0.0,0.01
COL4A4,0.0,False,0.0,0.01
IFNL4,0.0,False,0.0,0.01
CHRNA10,0.0,False,0.0,0.01
OR6C2,0.0,False,0.0,0.01
CNPY2,0.0,False,0.0,0.01
IFT88,0.0,False,0.0,0.01
CCDC42,0.0,False,0.0,0.01
NEK9,0.0,False,0.0,0.01
CYLC2,0.0,False,0.0,0.01
MZF1,0.0,False,0.0,0.01
ZXDB,0.0,False,0.0,0.01
TLE3,0.0,False,0.0,0.01
LRRC75B,0.0,False,0.0,0.01
ECHDC1,0.0,False,0.0,0.01
PRAMEF4,0.0,False,0.0,0.01
TXNDC5,0.0,False,0.0,0.01
BCAP31,0.0,False,0.0,0.01
DEFB109B,0.0,False,0.0,0.01
AGTPBP1,0.0,False,0.0,0.01
FBXW7,0.0,False,0.0,0.01
MMP19,0.0,False,0.0,0.01
CAMSAP3,0.0,False,0.0,0.01
HMX3,0.0,False,0.0,0.01
ASCL5,0.0,False,0.0,0.01
SHISAL1,0.0,False,0.0,0.01
ABHD12B,0.0,False,0.0,0.01
GRAMD2A,0.0,False,0.0,0.01
MATCAP2,0.0,False,0.0,0.01
SALL4,0.0,False,0.0,0.01
NKD1,0.0,False,0.0,0.01
GPT,0.0,False,0.0,0.01
XKR9,0.0,False,0.0,0.01
MBTPS1,0.0,False,0.0,0.01
NEK6,0.0,False,0.0,0.01
CTPS2,0.0,False,0.0,0.01
SIX4,0.0,False,0.0,0.01
PRAMEF5,0.0,False,0.0,0.01
LMOD3,0.0,False,0.0,0.01
HRNR,0.0,False,0.0,0.01
FGF22,0.0,False,0.0,0.01
CAMP,0.0,False,0.0,0.01
C3,0.0,False,0.0,0.01
GIPR,0.0,False,0.0,0.01
H4C13,0.0,False,0.0,0.01
RAMP3,0.0,False,0.0,0.01
FGF18,0.0,False,0.0,0.01
TAFA3,0.0,False,0.0,0.01
OR2C3,0.0,False,0.0,0.01
C14orf180,0.0,False,0.0,0.01
KRTAP10-8,0.0,False,0.0,0.01
PPP1R1C,0.0,False,0.0,0.01
RD3L,0.0,False,0.0,0.01
CEP15,0.0,False,0.0,0.01
FRG2C,0.0,False,0.0,0.01
NPTN,0.0,False,0.0,0.01
CABS1,0.0,False,0.0,0.01
LRRC53,0.0,False,0.0,0.01
ZPLD1,0.0,False,0.0,0.01
CIMIP7,0.0,False,0.0,0.01
CDC42EP3,0.0,False,0.0,0.01
KRTAP1-1,0.0,False,0.0,0.01
FABP12,0.0,False,0.0,0.01
PRDM16,0.0,False,0.0,0.01
RTP2,0.0,False,0.0,0.01
H2BC8,0.0,False,0.0,0.01
OR2T2,0.0,False,0.0,0.01
NACA2,0.0,False,0.0,0.01
TMEM225,0.0,False,0.0,0.01
OR5H6,0.0,False,0.0,0.01
B3GALT4,0.0,False,0.0,0.01
HDAC1,0.0,False,0.0,0.01
MEIG1,0.0,False,0.0,0.01
MAB21L3,0.0,False,0.0,0.01
PRR20G,0.0,False,0.0,0.01
WNT11,0.0,False,0.0,0.01
GAL,0.0,False,0.0,0.01
CA3,0.0,False,0.0,0.01
SLC25A21,0.0,False,0.0,0.01
MLLT3,0.0,False,0.0,0.01
SLC12A3,0.0,False,0.0,0.01
MRGPRX2,0.0,False,0.0,0.01
TRMT9B,0.0,False,0.0,0.01
FSD1,0.0,False,0.0,0.01
IHO1,0.0,False,0.0,0.01
TGFBR3L,0.0,False,0.0,0.01
VDAC2,0.0,False,0.0,0.01
TMEM265,0.0,False,0.0,0.01
LYG2,0.0,False,0.0,0.01
PROC,0.0,False,0.0,0.01
LIN37,0.0,False,0.0,0.01
FAIM,0.0,False,0.0,0.01
RIPOR3,0.0,False,0.0,0.01
FSCB,0.0,False,0.0,0.01
MMP21,0.0,False,0.0,0.01
ADORA2A,0.0,False,0.0,0.01
HTR2A,0.0,False,0.0,0.01
ANKRD1,0.0,False,0.0,0.01
TCP11,0.0,False,0.0,0.01
NALF2,0.0,False,0.0,0.01
GCM2,0.0,False,0.0,0.01
GFRA3,0.0,False,0.0,0.01
OVCH1,0.0,False,0.0,0.01
PRDM9,0.0,False,0.0,0.01
GDF2,0.0,False,0.0,0.01
NEURL2,0.0,False,0.0,0.01
TREML4,0.0,False,0.0,0.01
MUC7,0.0,False,0.0,0.01
PRR23A,0.0,False,0.0,0.01
KRTAP9-9,0.0,False,0.0,0.01
NTN5,0.0,False,0.0,0.01
PAK6,0.0,False,0.0,0.01
SYNGR4,0.0,False,0.0,0.01
RBPJL,0.0,False,0.0,0.01
GRXCR2,0.0,False,0.0,0.01
DBH,0.0,False,0.0,0.01
CYFIP2,0.0,False,0.0,0.01
SARDH,0.0,False,0.0,0.01
ZNF586,0.0,False,0.0,0.01
OR52E4,0.0,False,0.0,0.01
ABCA6,0.0,False,0.0,0.01
C10orf71,0.0,False,0.0,0.01
ALG1L2,0.0,False,0.0,0.01
NHLRC1,0.0,False,0.0,0.01
H4C15,0.0,False,0.0,0.01
PATE3,0.0,False,0.0,0.01
TEX55,0.0,False,0.0,0.01
ZBTB32,0.0,False,0.0,0.01
ZNF219,0.0,False,0.0,0.01
ACVR2A,0.0,False,0.0,0.01
KISS1,0.0,False,0.0,0.01
NOMO2,0.0,False,0.0,0.01
VWA7,0.0,False,0.0,0.01
SH2D1B,0.0,False,0.0,0.01
SCX,0.0,False,0.0,0.01
ICAM4,0.0,False,0.0,0.01
MKLN1,0.0,False,0.0,0.01
WWC1,0.0,False,0.0,0.01
OR51A7,0.0,False,0.0,0.01
C1orf87,0.0,False,0.0,0.01
CBLN4,0.0,False,0.0,0.01
FIGLA,0.0,False,0.0,0.01
AK7,0.0,False,0.0,0.01
FCN3,0.0,False,0.0,0.01
SPDYE21,0.0,False,0.0,0.01
DNAH10,0.0,False,0.0,0.01
WDR97,0.0,False,0.0,0.01
CLTRN,0.0,False,0.0,0.01
CYP19A1,0.0,False,0.0,0.01
PAGE1,0.0,False,0.0,0.01
INHBE,0.0,False,0.0,0.01
SAP25,0.0,False,0.0,0.01
SEC16B,0.0,False,0.0,0.01
CPEB1,0.0,False,0.0,0.01
CDKL1,0.0,False,0.0,0.01
GPR61,0.0,False,0.0,0.01
OMP,0.0,False,0.0,0.01
LYVE1,0.0,False,0.0,0.01
TNIP2,0.0,False,0.0,0.01
SH2D7,0.0,False,0.0,0.01
PATE2,0.0,False,0.0,0.01
LCN15,0.0,False,0.0,0.01
IL6,0.0,False,0.0,0.01
GLIS1,0.0,False,0.0,0.01
MTARC2,0.0,False,0.0,0.01
ARL14EPL,0.0,False,0.0,0.01
RHOXF2B,0.0,False,0.0,0.01
SLC25A20,0.0,False,0.0,0.01
PRKACG,0.0,False,0.0,0.01
PDE6A,0.0,False,0.0,0.01
CYP2E1,0.0,False,0.0,0.01
PRR20C,0.0,False,0.0,0.01
RBMX2,0.0,False,0.0,0.01
KIAA2012,0.0,False,0.0,0.01
MUC12,0.0,False,0.0,0.01
CRIP3,0.0,False,0.0,0.01
CYP2D7,0.0,False,0.0,0.01
GARIN1A,0.0,False,0.0,0.01
CATIP,0.0,False,0.0,0.01
SPESP1,0.0,False,0.0,0.01
MAS1,0.0,False,0.0,0.01
OR2A12,0.0,False,0.0,0.01
OPRM1,0.0,False,0.0,0.01
OR52D1,0.0,False,0.0,0.01
IFNB1,0.0,False,0.0,0.01
NR1I3,0.0,False,0.0,0.01
DMC1,0.0,False,0.0,0.01
LGALS2,0.0,False,0.0,0.01
TAS2R50,0.0,False,0.0,0.01
OR10A5,0.0,False,0.0,0.01
TAS2R39,0.0,False,0.0,0.01
NMS,0.0,False,0.0,0.01
MSANTD1,0.0,False,0.0,0.01
CLEC18B,0.0,False,0.0,0.01
RPL10,0.0,False,0.0,0.01
ZSWIM2,0.0,False,0.0,0.01
CYP2F1,0.0,False,0.0,0.01
MTNR1A,0.0,False,0.0,0.01
AVP,0.0,False,0.0,0.01
SPATA31A6,0.0,False,0.0,0.01
EFCAB3,0.0,False,0.0,0.01
TEX46,0.0,False,0.0,0.01
TMEM95,0.0,False,0.0,0.01
TTLL11,0.0,False,0.0,0.01
LY9,0.0,False,0.0,0.01
ASMT,0.0,False,0.0,0.01
KERA,0.0,False,0.0,0.01
DHRS4,0.0,False,0.0,0.01
LILRB3,0.0,False,0.0,0.01
TXK,0.0,False,0.0,0.01
PLSCR2,0.0,False,0.0,0.01
SPMIP8,0.0,False,0.0,0.01
TGIF2LY,0.0,False,0.0,0.01
CD3E,0.0,False,0.0,0.01
SYT15,0.0,False,0.0,0.01
SSTR5,0.0,False,0.0,0.01
CAPN12,0.0,False,0.0,0.01
PLAC8,0.0,False,0.0,0.01
ENOSF1,0.0,False,0.0,0.01
OLFML1,0.0,False,0.0,0.01
FCN1,0.0,False,0.0,0.01
TICAM2,0.0,False,0.0,0.01
TJAP1,0.0,False,0.0,0.01
MYF6,0.0,False,0.0,0.01
OR13H1,0.0,False,0.0,0.01
CD3D,0.0,False,0.0,0.01
GDF10,0.0,False,0.0,0.01
E2F7,0.0,False,0.0,0.01
GPR141,0.0,False,0.0,0.01
GRP,0.0,False,0.0,0.01
TBX21,0.0,False,0.0,0.01
DPPA5,0.0,False,0.0,0.01
COA8,0.0,False,0.0,0.01
GABRR1,0.0,False,0.0,0.01
PAGE2,0.0,False,0.0,0.01
CLEC4M,0.0,False,0.0,0.01
RNF224,0.0,False,0.0,0.01
TRHR,0.0,False,0.0,0.01
LHX8,0.0,False,0.0,0.01
PTER,0.0,False,0.0,0.01
EN1,0.0,False,0.0,0.01
ASCL3,0.0,False,0.0,0.01
UMOD,0.0,False,0.0,0.01
C16orf90,0.0,False,0.0,0.01
PRDX6,0.0,False,0.0,0.01
EQTN,0.0,False,0.0,0.01
NXNL1,0.0,False,0.0,0.01
SMIM34,0.0,False,0.0,0.01
IRF4,0.0,False,0.0,0.01
GATA1,0.0,False,0.0,0.01
CCR6,0.0,False,0.0,0.01
MAP3K9,0.0,False,0.0,0.01
TRIM64C,0.0,False,0.0,0.01
MYLK2,0.0,False,0.0,0.01
TOM1L1,0.0,False,0.0,0.01
PSMA8,0.0,False,0.0,0.01
GSG1L2,0.0,False,0.0,0.01
ZAR1L,0.0,False,0.0,0.01
SLC25A2,0.0,False,0.0,0.01
FOXL2NB,0.0,False,0.0,0.01
F2RL3,0.0,False,0.0,0.01
IFT27,0.0,False,0.0,0.01
STEAP1B,0.0,False,0.0,0.01
NEDD4,0.0,False,0.0,0.01
ZNF892,0.0,False,0.0,0.01
KRTAP4-8,0.0,False,0.0,0.01
DEFB108B,0.0,False,0.0,0.01
TESPA1,0.0,False,0.0,0.01
CATSPER1,0.0,False,0.0,0.01
CFAP263,0.0,False,0.0,0.01
HSD17B6,0.0,False,0.0,0.01
PERM1,0.0,False,0.0,0.01
SERPINA2,0.0,False,0.0,0.01
TRIM60,0.0,False,0.0,0.01
ADIG,0.0,False,0.0,0.01
GUCY2F,0.0,False,0.0,0.01
SEPTIN14,0.0,False,0.0,0.01
CXCL14,0.0,False,0.0,0.01
TNFRSF18,0.0,False,0.0,0.01
EDN2,0.0,False,0.0,0.01
OR8D1,0.0,False,0.0,0.01
BARX1,0.0,False,0.0,0.01
OLIG3,0.0,False,0.0,0.01
GNRH2,0.0,False,0.0,0.01
TAS2R2,0.0,False,0.0,0.01
ELOVL6,0.0,False,0.0,0.01
ACVR1B,0.0,False,0.0,0.01
SAA1,0.0,False,0.0,0.01
UQCC6,0.0,False,0.0,0.01
FERRY3,0.0,False,0.0,0.01
M6PR,0.0,False,0.0,0.01
FAM90A24,0.0,False,0.0,0.01
STRIP1,0.0,False,0.0,0.01
NDUFA9,0.0,False,0.0,0.01
ALOX15B,0.0,False,0.0,0.01
HLA-G,0.0,False,0.0,0.01
ACP4,0.0,False,0.0,0.01
DCLK3,0.0,False,0.0,0.01
CHST13,0.0,False,0.0,0.01
PLA2G2A,0.0,False,0.0,0.01
VWC2L,0.0,False,0.0,0.01
ANO9,0.0,False,0.0,0.01
AMBRA1,0.0,False,0.0,0.01
SDHAF3,0.0,False,0.0,0.01
CDK4,0.0,False,0.0,0.01
RNASE12,0.0,False,0.0,0.01
TSPAN31,0.0,False,0.0,0.01
DEFB129,0.0,False,0.0,0.01
OR6N2,0.0,False,0.0,0.01
OXT,0.0,False,0.0,0.01
HOXA11,0.0,False,0.0,0.01
FFAR2,0.0,False,0.0,0.01
WDR38,0.0,False,0.0,0.01
CHRFAM7A,0.0,False,0.0,0.01
CAMK2N2,0.0,False,0.0,0.01
MIP,0.0,False,0.0,0.01
OR52I1,0.0,False,0.0,0.01
KRTAP4-9,0.0,False,0.0,0.01
CNBD1,0.0,False,0.0,0.01
ACOT6,0.0,False,0.0,0.01
ZNF81,0.0,False,0.0,0.01
NEIL3,0.0,False,0.0,0.01
TMEM269,0.0,False,0.0,0.01
RBM46,0.0,False,0.0,0.01
KRT36,0.0,False,0.0,0.01
TAL2,0.0,False,0.0,0.01
TBATA,0.0,False,0.0,0.01
GLI1,0.0,False,0.0,0.01
MBD6,0.0,False,0.0,0.01
MS4A13,0.0,False,0.0,0.01
GFI1B,0.16,False,0.0,0.0
MAPK15,0.12,False,0.0,0.0
HBA1,0.12,False,0.0,0.0
SPMAP2L,0.12,False,0.0,0.0
SPMIP2,0.08,False,0.0,0.0
TRIM72,0.08,False,0.0,0.0
PTCHD4,0.08,False,0.76,0.0
SYT2,0.08,False,0.0,0.0
IFNW1,0.08,False,0.0,0.0
KANK1,0.08,False,0.0,0.0
YIPF1,0.08,False,0.0,0.0
OCSTAMP,0.08,False,0.0,0.0
CBLN2,0.08,False,0.0,0.0
ATP5MGL,0.08,False,0.0,0.0
CRISP3,0.08,False,0.0,0.0
OR2AJ1,0.08,False,0.0,0.0
CFAP90,0.08,False,0.04,0.0
IPP,0.08,False,0.0,0.0
SPATA45,0.08,False,0.0,0.0
NCR3,0.08,False,0.0,0.0
C11orf16,0.08,False,0.0,0.0
P2RY1,0.08,False,0.16,0.0
WFDC13,0.08,False,0.0,0.0
TDRD12,0.08,False,0.0,0.0
CLEC3A,0.08,False,0.0,0.0
SMYD2,0.08,False,0.0,0.0
SPATS1,0.08,False,0.0,0.0
POU4F3,0.08,False,0.0,0.0
RFPL4AL1,0.08,False,0.0,0.0
KRT39,0.08,False,0.0,0.0
PAOX,0.08,False,0.0,0.0
FNDC7,0.08,False,0.0,0.0
OPN1SW,0.08,False,0.0,0.0
OR9A2,0.04,False,0.0,0.0
DPF3,0.04,False,0.0,0.0
FCGR2B,0.04,False,0.0,0.0
TMEM270,0.04,False,0.0,0.0
C6orf15,0.04,False,0.0,0.0
TRIM43B,0.04,False,0.0,0.0
UBTFL1,0.04,False,0.0,0.0
CLEC4E,0.04,False,0.0,0.0
H1-8,0.04,False,0.0,0.0
MAPKAP1,0.04,False,0.0,0.0
MAB21L1,0.04,False,0.0,0.0
ITK,0.04,False,0.0,0.0
ANKRD33,0.04,False,0.0,0.0
EPB42,0.04,False,0.0,0.0
ANKRD45,0.04,False,0.0,0.0
TNFSF11,0.04,False,0.0,0.0
KCNV2,0.04,False,0.0,0.0
GPC5,0.04,False,0.0,0.0
NDST3,0.04,False,0.0,0.0
C7orf33,0.04,False,0.0,0.0
RIMBP3B,0.04,False,0.0,0.0
SLC22A1,0.04,False,0.0,0.0
RFPL4A,0.04,False,0.0,0.0
NUDT16,0.04,False,0.0,0.0
DAZ3,0.04,False,0.0,0.0
CBY2,0.04,False,0.0,0.0
SERPINA3,0.04,False,0.0,0.0
ANKRD13A,0.04,False,0.0,0.0
GTF3C6,0.04,False,0.0,0.0
CNOT2,0.04,False,0.0,0.0
TAFA2,0.04,False,0.0,0.0
SF3B5,0.04,False,0.0,0.0
MYL10,0.04,False,0.0,0.0
KLRF2,0.04,False,0.0,0.0
ASB11,0.04,False,0.0,0.0
CFAP97D1,0.04,False,0.0,0.0
DNAI3,0.04,False,0.0,0.0
ETV3L,0.04,False,0.0,0.0
TAS2R43,0.04,False,0.0,0.0
PNPLA4,0.04,False,0.0,0.0
TTC1,0.04,False,0.0,0.0
ACACA,0.04,False,0.0,0.0
MBD3L2,0.04,False,0.0,0.0
GARIN5B,0.04,False,0.0,0.0
GFY,0.04,False,0.0,0.0
TRIM77,0.04,False,0.0,0.0
TYW3,0.04,False,0.0,0.0
IL1RAPL1,0.04,False,0.0,0.0
SALL1,0.04,False,0.0,0.0
IL2,0.04,False,0.0,0.0
DAZAP2,0.04,False,0.0,0.0
KRR1,0.04,False,0.0,0.0
TRIM41,0.04,False,0.0,0.0
ZFP62,0.04,False,0.0,0.0
DUSP14,0.04,False,0.0,0.0
CRLF1,0.04,False,0.0,0.0
C1QTNF9B,0.04,False,0.0,0.0
SGCZ,0.04,False,0.0,0.0
HEATR9,0.04,False,0.0,0.0
AATF,0.04,False,0.0,0.0
RACK1,0.04,False,0.0,0.0
BBS10,0.04,False,0.0,0.0
OR5H2,0.04,False,0.0,0.0
LCE3B,0.04,False,0.0,0.0
MBD3L3,0.04,False,0.0,0.0
ZNF557,0.04,False,0.0,0.0
GPR78,0.04,False,0.0,0.0
LRCOL1,0.04,False,0.0,0.0
GHRH,0.04,False,0.0,0.0
MYO1H,0.04,False,0.0,0.0
EXPH5,0.04,False,0.0,0.0
CEP290,0.04,False,0.0,0.0
VARS2,0.04,False,0.0,0.0
KRTAP9-2,0.04,False,0.0,0.0
GPS1,0.04,False,0.0,0.0
OR10AD1,0.04,False,0.0,0.0
NLRP2,0.04,False,0.0,0.0
PNLIPRP3,0.04,False,0.0,0.0
VSIG1,0.04,False,0.0,0.0
RDH8,0.04,False,0.0,0.0
LIPJ,0.04,False,0.0,0.0
SLC25A47,0.04,False,0.0,0.0
H3-4,0.04,False,0.0,0.0
C1QL3,0.04,False,0.0,0.0
PRPS2,0.04,False,0.0,0.0
MUSTN1,0.04,False,0.0,0.0
TADA2A,0.04,False,0.0,0.0
CCK,0.04,False,0.0,0.0
C1orf141,0.04,False,0.0,0.0
CHRND,0.04,False,0.0,0.0
ACTBL2,0.04,False,0.0,0.0
ZNF888,0.04,False,0.0,0.0
TPSAB1,0.04,False,0.0,0.0
SAXO5,0.04,False,0.0,0.0
SP7,0.04,False,0.0,0.0
GOLGA6L25,0.04,False,0.0,0.0
NCKIPSD,0.04,False,0.0,0.0
KCNK15,0.04,False,0.0,0.0
CERKL,0.04,False,0.0,0.0
LGALS12,0.04,False,0.0,0.0
GPHA2,0.04,False,0.0,0.0
CRYBB3,0.04,False,0.0,0.0
TAS2R60,0.04,False,0.0,0.0
FBXL13,0.04,False,0.0,0.0
H2BC15,0.04,False,0.0,0.0
HOXD8,0.04,False,0.0,0.0
FCRL6,0.04,False,0.0,0.0
WNT8B,0.04,False,0.0,0.0
HTR3B,0.04,False,0.0,0.0
IGFL3,0.04,False,0.0,0.0
HM13,0.04,False,0.0,0.0
ARL16,0.04,False,0.0,0.0
KIF6,0.04,False,0.0,0.0
RHOXF1,0.04,False,0.0,0.0
TMEM63C,0.04,False,0.0,0.0
PADI1,0.04,False,0.0,0.0
LCN1,0.04,False,0.0,0.0
NXF2B,0.04,False,0.0,0.0
OR8K3,0.04,False,0.0,0.0
ZIC3,0.04,False,0.0,0.0
LRIF1,0.04,False,0.0,0.0
ESYT3,0.04,False,0.0,0.0
C17orf67,0.04,False,0.0,0.0
IZUMO1,0.04,False,0.0,0.0
SLC39A12,0.04,False,0.0,0.0
GLB1L3,0.04,False,0.0,0.0
TPH2,0.04,False,0.0,0.0
SPACDR,0.04,False,0.0,0.0
MS4A3,0.04,False,0.0,0.0
SPATA31F1,0.04,False,0.0,0.0
TSPAN16,0.04,False,0.0,0.0
STPG4,0.04,False,0.0,0.0
TMC3,0.04,False,0.0,0.0
DNAI2,0.04,False,0.0,0.0
RGS9BP,0.04,False,0.0,0.0
DLK1,0.04,False,0.0,0.0
RASL11B,0.04,False,0.0,0.0
ADCY8,0.04,False,0.0,0.0
ZNF57,0.04,False,0.0,0.0
