gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
ZNF672,0.0,False,0.0,0.01
OR14K1,0.0,False,0.0,0.01
LMX1A,0.0,False,0.0,0.01
RNF151,0.0,False,0.0,0.01
CIMIP7,0.0,False,0.0,0.01
H1-6,0.0,False,0.0,0.01
ZNF804A,0.0,False,0.0,0.01
KRT40,0.0,False,0.0,0.01
FABP9,0.0,False,0.0,0.01
RBMY1D,0.0,False,0.0,0.01
C20orf144,0.0,False,0.0,0.01
TSPEAR,0.0,False,0.0,0.01
OR4F17,0.0,False,0.0,0.01
BRS3,0.0,False,0.0,0.01
OR5D3,0.0,False,0.0,0.01
ZNF727,0.0,False,0.0,0.01
CCL13,0.0,False,0.0,0.01
ELAPOR2,0.0,False,0.0,0.01
KCNV2,0.0,False,0.0,0.01
CDRT15L2,0.0,False,0.0,0.01
LRRN4,0.0,False,0.0,0.01
NRTN,0.0,False,0.0,0.01
OR5B21,0.0,False,0.0,0.01
OR52E5,0.0,False,0.0,0.01
EPOP,0.0,False,0.0,0.01
MOV10L1,0.0,False,0.0,0.01
KLF1,0.0,False,0.0,0.01
TSHB,0.0,False,0.0,0.01
KRTAP19-1,0.0,False,0.0,0.01
CACNA2D3,0.0,False,0.0,0.01
GOLGA6L7,0.0,False,0.0,0.01
DUXA,0.0,False,0.0,0.01
MYL11,0.0,False,0.0,0.01
GPR45,0.0,False,0.0,0.01
DCAF8L1,0.0,False,0.0,0.01
ARMS2,0.0,False,0.0,0.01
ZNF723,0.0,False,0.0,0.01
LUZP4,0.0,False,0.0,0.01
GP9,0.0,False,0.0,0.01
KBTBD3,0.0,False,0.0,0.01
MTMR7,0.0,False,0.0,0.01
THEM5,0.0,False,0.0,0.01
LCE1C,0.0,False,0.0,0.01
TAS2R46,0.0,False,0.0,0.01
EBPL,0.0,False,0.0,0.01
IGFL1,0.0,False,0.0,0.01
LBX1,0.0,False,0.0,0.01
OR4F6,0.0,False,0.0,0.01
ADH4,0.0,False,0.0,0.01
PLCXD2,0.0,False,0.0,0.01
AADACL4,0.0,False,0.0,0.01
CNTNAP3,0.0,False,0.0,0.01
P2RX3,0.0,False,0.0,0.01
OR2J3,0.0,False,0.0,0.01
TSGA10IP,0.0,False,0.0,0.01
STK39,0.0,False,0.0,0.01
IFNA8,0.2,False,0.0,0.0
KRTAP13-3,0.16,False,0.0,0.0
SMIM35,0.12,False,0.0,0.0
C1orf185,0.12,False,0.0,0.0
BSX,0.08,False,0.0,0.0
LY6G6F,0.08,False,0.0,0.0
MIXL1,0.08,False,0.0,0.0
OXCT2,0.08,False,0.0,0.0
CD200R1L,0.08,False,0.0,0.0
SPATC1L,0.08,False,0.0,0.0
IQCF2,0.08,False,0.0,0.0
LAIR2,0.08,False,0.0,0.0
OR8H3,0.08,False,0.0,0.0
GNAT2,0.08,False,0.0,0.0
MDGA2,0.08,False,0.0,0.0
TRIM64C,0.08,False,0.0,0.0
CGA,0.08,False,0.0,0.0
GOLGA8K,0.08,False,0.0,0.0
IL17F,0.08,False,0.0,0.0
FAM9B,0.08,False,0.0,0.0
SCN10A,0.08,False,0.0,0.0
UBE2NL,0.08,False,0.0,0.0
IFNA17,0.08,False,0.0,0.0
OR52E2,0.08,False,0.0,0.0
DPPA4,0.08,False,0.0,0.0
H3C13,0.08,False,0.0,0.0
DEFB116,0.08,False,0.0,0.0
GOLGA8J,0.08,False,0.0,0.0
OR11H1,0.08,False,0.0,0.0
FAM3B,0.04,False,0.0,0.0
RGPD4,0.04,False,0.0,0.0
KRTAP22-2,0.04,False,0.0,0.0
GRM6,0.04,False,0.0,0.0
CCDC60,0.04,False,0.0,0.0
POU5F2,0.04,False,0.0,0.0
CCDC190,0.04,False,0.0,0.0
NKX1-2,0.04,False,0.0,0.0
HAO2,0.04,False,0.0,0.0
GALNT13,0.04,False,0.0,0.0
PRSS57,0.04,False,0.0,0.0
GAGE2E,0.04,False,0.0,0.0
ACTL7A,0.04,False,0.0,0.0
IFNA16,0.04,False,0.0,0.0
SPTA1,0.04,False,0.0,0.0
SPACA5B,0.04,False,0.0,0.0
MROH2B,0.04,False,0.0,0.0
OR4N4C,0.04,False,0.0,0.0
ACTL7B,0.04,False,0.0,0.0
NAT8B,0.04,False,0.0,0.0
SPANXN1,0.04,False,0.0,0.0
TBC1D3G,0.04,False,0.0,0.0
BLK,0.04,False,0.0,0.0
ZFR2,0.04,False,0.0,0.0
OR5K2,0.04,False,0.0,0.0
AKR1E2,0.04,False,0.0,0.0
VIPR2,0.04,False,0.0,0.0
ENAM,0.04,False,0.0,0.0
CFHR3,0.04,False,0.0,0.0
RNASE13,0.04,False,0.0,0.0
INSL4,0.04,False,0.0,0.0
H4C1,0.04,False,0.0,0.0
RIMBP3B,0.04,False,0.0,0.0
ZNF157,0.04,False,0.0,0.0
DEFA3,0.04,False,0.0,0.0
FBXO39,0.04,False,0.0,0.0
SUPT20HL1,0.04,False,0.0,0.0
XAGE5,0.04,False,0.0,0.0
OR4C15,0.04,False,0.0,0.0
DEFB130A,0.04,False,0.0,0.0
DEFB130B,0.04,False,0.0,0.0
VSX1,0.04,False,0.0,0.0
MOBP,0.04,False,0.0,0.0
SPINT4,0.04,False,0.0,0.0
ASB18,0.04,False,0.0,0.0
ANKRD55,0.04,False,0.0,0.0
PHOSPHO1,0.04,False,0.0,0.0
MALRD1,0.04,False,0.0,0.0
KRTAP19-3,0.04,False,0.0,0.0
TTC16,0.04,False,0.0,0.0
VCX2,0.04,False,0.0,0.0
CTAGE15,0.04,False,0.0,0.0
FGF10,0.04,False,0.0,0.0
PRH2,0.04,False,0.0,0.0
TSACC,0.04,False,0.0,0.0
ALPK3,0.04,False,0.0,0.0
MUCL3,0.04,False,0.0,0.0
SMN2,0.04,False,0.0,0.0
TNFRSF18,0.04,False,0.0,0.0
GP6,0.04,False,0.0,0.0
TMEM114,0.04,False,0.0,0.0
NPC1L1,0.04,False,0.0,0.0
MAGEB6,0.04,False,0.0,0.0
H3C11,0.04,False,0.0,0.0
CHRNA1,0.04,False,0.0,0.0
LEUTX,0.04,False,0.0,0.0
GARIN5B,0.04,False,0.0,0.0
S100Z,0.04,False,0.0,0.0
KRTAP1-4,0.04,False,0.0,0.0
ANGPTL5,0.04,False,0.0,0.0
GPR101,0.04,False,0.0,0.0
OR7C2,0.04,False,0.0,0.0
OR51A7,0.04,False,0.0,0.0
CLEC20A,0.04,False,0.0,0.0
TAS2R9,0.04,False,0.0,0.0
OR4D2,0.04,False,0.0,0.0
CHAD,0.04,False,0.0,0.0
ZP3,0.04,False,0.0,0.0
CLEC9A,0.04,False,0.0,0.0
HBD,0.04,False,0.0,0.0
C9orf153,0.04,False,0.0,0.0
NKD2,0.04,False,0.0,0.0
DEFB126,0.04,False,0.0,0.0
MT1H,0.04,False,0.0,0.0
DRC11L,0.04,False,0.0,0.0
OTOR,0.04,False,0.0,0.0
KLRF1,0.04,False,0.0,0.0
OR4K17,0.04,False,0.0,0.0
CEP126,0.04,False,0.0,0.0
DEFB136,0.04,False,0.0,0.0
RETN,0.04,False,0.0,0.0
ERAP2,0.04,False,0.0,0.0
IMPG1,0.04,False,0.0,0.0
FFAR3,0.04,False,0.0,0.0
ZNF534,0.04,False,0.0,0.0
LRRC72,0.04,False,0.0,0.0
PCP4L1,0.04,False,0.0,0.0
GPX6,0.04,False,0.0,0.0
SLC5A7,0.04,False,0.0,0.0
OR9I1,0.04,False,0.0,0.0
POM121L12,0.04,False,0.0,0.0
OR4X2,0.04,False,0.0,0.0
TRIML2,0.04,False,0.0,0.0
SCGB1C2,0.04,False,0.0,0.0
RNF17,0.04,False,0.0,0.0
MROH7,0.04,False,0.0,0.0
TAFA4,0.04,False,0.0,0.0
SLC25A27,0.04,False,0.0,0.0
TCF24,0.04,False,0.0,0.0
TEKT4,0.04,False,0.0,0.0
GPHN,0.04,False,0.0,0.0
PRICKLE4,0.04,False,0.0,0.0
OR1D2,0.04,False,0.0,0.0
SPATA31A1,0.04,False,0.0,0.0
WDR38,0.04,False,0.0,0.0
PNLDC1,0.04,False,0.0,0.0
EPGN,0.04,False,0.0,0.0
C5orf58,0.04,False,0.0,0.0
NUTM2F,0.04,False,0.0,0.0
PRKACG,0.04,False,0.0,0.0
MRAP,0.04,False,0.0,0.0
CDY1B,0.04,False,0.0,0.0
C22orf42,0.04,False,0.0,0.0
GRM5,0.04,False,0.0,0.0
KRTAP4-3,0.04,False,0.0,0.0
ELANE,0.04,False,0.0,0.0
OR8J3,0.04,False,0.0,0.0
ODAD2,0.04,False,0.0,0.0
OR51G1,0.04,False,0.0,0.0
RTP5,0.04,False,0.0,0.0
G6PC2,0.04,False,0.0,0.0
KRTAP21-3,0.04,False,0.0,0.0
MAGEA8,0.04,False,0.0,0.0
ERFL,0.04,False,0.0,0.0
ZC3H11D,0.04,False,0.0,0.0
GRXCR1,0.04,False,0.0,0.0
GUCA1C,0.04,False,0.0,0.0
WNT4,0.04,False,0.0,0.0
HS1BP3,0.04,False,0.0,0.0
ZNRF4,0.04,False,0.0,0.0
GIMD1,0.04,False,0.0,0.0
OR8D2,0.04,False,0.0,0.0
KRTAP13-1,0.04,False,0.0,0.0
OR8U1,0.04,False,0.0,0.0
H1-7,0.04,False,0.0,0.0
GTSF1L,0.04,False,0.0,0.0
SLC38A8,0.04,False,0.0,0.0
AMY1A,0.04,False,0.0,0.0
TSEN2,0.04,False,0.0,0.0
SKIC2,0.04,False,0.0,0.0
GSTA1,0.04,False,0.0,0.0
CHCHD4,0.04,False,0.0,0.0
KCNJ13,0.04,False,0.0,0.0
OR2A2,0.04,False,0.0,0.0
TAS2R19,0.04,False,0.0,0.0
HEMGN,0.04,False,0.0,0.0
NTN3,0.04,False,0.0,0.0
CHRNE,0.04,False,0.0,0.0
OR2A25,0.04,False,0.0,0.0
ACP4,0.04,False,0.0,0.0
CES5A,0.04,False,0.0,0.0
ZNF705B,0.04,False,0.0,0.0
FOXL2,0.04,False,0.0,0.0
RNF212B,0.04,False,0.0,0.0
WFDC6,0.04,False,0.0,0.0
C16orf78,0.04,False,0.0,0.0
GPR21,0.04,False,0.0,0.0
KBTBD13,0.04,False,0.0,0.0
HEATR4,0.04,False,0.0,0.0
CLEC4G,0.04,False,0.0,0.0
KRT72,0.04,False,0.0,0.0
SFRP5,0.04,False,0.0,0.0
OR51J1,0.04,False,0.0,0.0
RP1,0.04,False,0.0,0.0
AGRP,0.04,False,0.0,0.0
LPCAT1,0.04,False,0.0,0.0
GRXCR2,0.04,False,0.0,0.0
ALDH4A1,0.04,False,0.0,0.0
ARMH2,0.04,False,0.0,0.0
DNAJC15,0.04,False,0.0,0.0
OR2AJ1,0.04,False,0.0,0.0
DDX19B,0.04,False,0.0,0.0
BCL2L1,0.04,False,0.0,0.0
SHCBP1L,0.04,False,0.0,0.0
KRT85,0.04,False,0.0,0.0
OR5B2,0.04,False,0.0,0.0
OR56B4,0.04,False,0.0,0.0
KRT2,0.04,False,0.0,0.0
GOLGA6L24,0.04,False,0.0,0.0
MTAP,0.04,False,0.0,0.0
RIMS4,0.04,False,0.0,0.0
SAA4,0.04,False,0.0,0.0
CDA,0.04,False,0.0,0.0
ALG1L2,0.04,False,0.0,0.0
OR1Q1,0.04,False,0.0,0.0
GOLGA6L22,0.04,False,0.0,0.0
OR2K2,0.04,False,0.0,0.0
OR6C68,0.04,False,0.0,0.0
OR1N1,0.04,False,0.0,0.0
TBC1D3F,0.04,False,0.0,0.0
OR1B1,0.04,False,0.0,0.0
DEFB127,0.04,False,0.0,0.0
AVP,0.04,False,0.0,0.0
OR2A4,0.04,False,0.0,0.0
LRRC71,0.04,False,0.0,0.0
ULK4,0.04,False,0.0,0.0
SLC47A2,0.04,False,0.0,0.0
ZSCAN5B,0.04,False,0.0,0.0
GAGE1,0.04,False,0.0,0.0
MS4A13,0.04,False,0.0,0.0
PRB1,0.04,False,0.0,0.0
PNMA5,0.04,False,0.0,0.0
MYH4,0.04,False,0.0,0.0
CLEC2L,0.04,False,0.0,0.0
SERPINA4,0.04,False,0.0,0.0
GFY,0.04,False,0.0,0.0
OR4A8,0.04,False,0.0,0.0
MEIKIN,0.04,False,0.0,0.0
PON1,0.04,False,0.0,0.0
OR4E2,0.04,False,0.0,0.0
OR5D18,0.04,False,0.0,0.0
SYCE3,0.04,False,0.0,0.0
OR5K3,0.04,False,0.0,0.0
PRAMEF1,0.04,False,0.0,0.0
PMFBP1,0.04,False,0.0,0.0
KRTAP19-4,0.04,False,0.0,0.0
PTPRR,0.04,False,0.0,0.0
LIPN,0.04,False,0.0,0.0
TMEM239,0.04,False,0.0,0.0
OR5K4,0.04,False,0.0,0.0
TMEM269,0.04,False,0.0,0.0
YBEY,0.04,False,0.0,0.0
TEKTIP1,0.04,False,0.0,0.0
OR2L3,0.04,False,0.0,0.0
KRTAP20-4,0.04,False,0.0,0.0
CDKN2B,0.04,False,0.0,0.0
SHISAL2A,0.04,False,0.0,0.0
MYMK,0.04,False,0.0,0.0
ODF4,0.04,False,0.0,0.0
CCDC33,0.04,False,0.0,0.0
HTR3E,0.04,False,0.0,0.0
NPIPA2,0.04,False,0.0,0.0
DKKL1,0.04,False,0.0,0.0
FBLN7,0.04,False,0.0,0.0
GDF2,0.04,False,0.0,0.0
OR5C1,0.04,False,0.0,0.0
C21orf140,0.04,False,0.0,0.0
SHOX,0.04,False,0.0,0.0
OR6C3,0.04,False,0.0,0.0
OR12D1,0.04,False,0.0,0.0
NPY2R,0.04,False,0.0,0.0
HTR1D,0.04,False,0.0,0.0
PPDPFL,0.04,False,0.0,0.0
PSG4,0.04,False,0.0,0.0
SPMIP9,0.04,False,0.0,0.0
PLAC8L1,0.04,False,0.0,0.0
TBC1D28,0.04,False,0.0,0.0
ASB11,0.04,False,0.0,0.0
ZNG1C,0.04,False,0.0,0.0
H3C1,0.04,False,0.0,0.0
NOS2,0.04,False,0.0,0.0
APCDD1L,0.04,False,0.0,0.0
WNT8B,0.04,False,0.0,0.0
PROKR2,0.04,False,0.0,0.0
KRTAP5-4,0.04,False,0.0,0.0
APOA5,0.04,False,0.0,0.0
IQCM,0.04,False,0.0,0.0
OR5D13,0.04,False,0.0,0.0
CYP2F1,0.04,False,0.0,0.0
ZIC1,0.04,False,0.0,0.0
ZIM2,0.04,False,0.0,0.0
VSIG1,0.04,False,0.0,0.0
ACTL8,0.04,False,0.0,0.0
AWAT2,0.04,False,0.0,0.0
OR2T4,0.04,False,0.0,0.0
CCDC197,0.04,False,0.0,0.0
ADAM32,0.04,False,0.0,0.0
RBP2,0.04,False,0.0,0.0
KRTAP1-3,0.04,False,0.0,0.0
C3orf49,0.04,False,0.0,0.0
CDKN2C,0.04,False,0.0,0.0
GPR82,0.04,False,0.0,0.0
CPLX3,0.04,False,0.0,0.0
SYCE1,0.04,False,0.0,0.0
ZNF426,0.04,False,0.0,0.0
PRG3,0.04,False,0.0,0.0
PTTG1IP2,0.04,False,0.0,0.0
AKAP4,0.04,False,0.0,0.0
LIAT1,0.04,False,0.0,0.0
CLTCL1,0.04,False,0.0,0.0
OR11H12,0.04,False,0.0,0.0
C13orf42,0.04,False,0.0,0.0
MAK,0.04,False,0.0,0.0
SMIM34,0.04,False,0.0,0.0
TCP11,0.04,False,0.0,0.0
LRRC10,0.04,False,0.0,0.0
NPIPB9,0.04,False,0.0,0.0
ECEL1,0.04,False,0.0,0.0
LCN9,0.04,False,0.0,0.0
OR4D9,0.04,False,0.0,0.0
LRRC38,0.04,False,0.0,0.0
MCOLN2,0.04,False,0.0,0.0
FAM151B,0.04,False,0.0,0.0
COL9A3,0.04,False,0.0,0.0
CHRM5,0.04,False,0.0,0.0
ZNF92,0.04,False,0.0,0.0
TRPV1,0.04,False,0.0,0.0
SLC22A13,0.04,False,0.0,0.0
OR6Y1,0.04,False,0.0,0.0
CAGE1,0.04,False,0.0,0.0
